time,flow
1/01/2013 0:00,0.14642951
1/01/2013 1:00,0.146373535
1/01/2013 2:00,0.146317561
1/01/2013 3:00,0.146261586
1/01/2013 4:00,0.146205612
1/01/2013 5:00,0.146149637
1/01/2013 6:00,0.146093663
1/01/2013 7:00,0.146037688
1/01/2013 8:00,0.145981713
1/01/2013 9:00,0.145925739
1/01/2013 10:00,0.145869764
1/01/2013 11:00,0.14581379
1/01/2013 12:00,0.145757815
1/01/2013 13:00,0.14570184
1/01/2013 14:00,0.145645866
1/01/2013 15:00,0.145589891
1/01/2013 16:00,0.145533917
1/01/2013 17:00,0.145477942
1/01/2013 18:00,0.145421968
1/01/2013 19:00,0.145365993
1/01/2013 20:00,0.145310018
1/01/2013 21:00,0.145254044
1/01/2013 22:00,0.145198069
1/01/2013 23:00,0.145142095
2/01/2013 0:00,0.14508612
2/01/2013 1:00,0.145030145
2/01/2013 2:00,0.144974171
2/01/2013 3:00,0.144918196
2/01/2013 4:00,0.144862222
2/01/2013 5:00,0.144806247
2/01/2013 6:00,0.144750273
2/01/2013 7:00,0.144694298
2/01/2013 8:00,0.144638323
2/01/2013 9:00,0.144582349
2/01/2013 10:00,0.144526374
2/01/2013 11:00,0.1444704
2/01/2013 12:00,0.144414425
2/01/2013 13:00,0.14435845
2/01/2013 14:00,0.144302476
2/01/2013 15:00,0.144246501
2/01/2013 16:00,0.144190527
2/01/2013 17:00,0.144134552
2/01/2013 18:00,0.144078578
2/01/2013 19:00,0.144022603
2/01/2013 20:00,0.143966628
2/01/2013 21:00,0.143910654
2/01/2013 22:00,0.143854679
2/01/2013 23:00,0.143798705
3/01/2013 0:00,0.14374273
3/01/2013 1:00,0.143686755
3/01/2013 2:00,0.143630781
3/01/2013 3:00,0.143574806
3/01/2013 4:00,0.143518832
3/01/2013 5:00,0.143462857
3/01/2013 6:00,0.143406883
3/01/2013 7:00,0.143350908
3/01/2013 8:00,0.143294933
3/01/2013 9:00,0.143238959
3/01/2013 10:00,0.143182984
3/01/2013 11:00,0.14312701
3/01/2013 12:00,0.143071035
3/01/2013 13:00,0.14301506
3/01/2013 14:00,0.142959086
3/01/2013 15:00,0.142903111
3/01/2013 16:00,0.142847137
3/01/2013 17:00,0.142791162
3/01/2013 18:00,0.142735188
3/01/2013 19:00,0.142679213
3/01/2013 20:00,0.142623238
3/01/2013 21:00,0.142567264
3/01/2013 22:00,0.142511289
3/01/2013 23:00,0.142455315
4/01/2013 0:00,0.14239934
4/01/2013 1:00,0.14239934
4/01/2013 2:00,0.14239934
4/01/2013 3:00,0.14239934
4/01/2013 4:00,0.14239934
4/01/2013 5:00,0.14239934
4/01/2013 6:00,0.14239934
4/01/2013 7:00,0.14239934
4/01/2013 8:00,0.14239934
4/01/2013 9:00,0.14239934
4/01/2013 10:00,0.14239934
4/01/2013 11:00,0.14239934
4/01/2013 12:00,0.14239934
4/01/2013 13:00,0.14239934
4/01/2013 14:00,0.14239934
4/01/2013 15:00,0.14239934
4/01/2013 16:00,0.14239934
4/01/2013 17:00,0.14239934
4/01/2013 18:00,0.14239934
4/01/2013 19:00,0.14239934
4/01/2013 20:00,0.14239934
4/01/2013 21:00,0.14239934
4/01/2013 22:00,0.14239934
4/01/2013 23:00,0.14239934
5/01/2013 0:00,0.14239934
5/01/2013 1:00,0.14239934
5/01/2013 2:00,0.14239934
5/01/2013 3:00,0.14239934
5/01/2013 4:00,0.14239934
5/01/2013 5:00,0.14239934
5/01/2013 6:00,0.14239934
5/01/2013 7:00,0.14239934
5/01/2013 8:00,0.14239934
5/01/2013 9:00,0.14239934
5/01/2013 10:00,0.14239934
5/01/2013 11:00,0.14239934
5/01/2013 12:00,0.14239934
5/01/2013 13:00,0.14239934
5/01/2013 14:00,0.14239934
5/01/2013 15:00,0.14239934
5/01/2013 16:00,0.14239934
5/01/2013 17:00,0.14239934
5/01/2013 18:00,0.14239934
5/01/2013 19:00,0.14239934
5/01/2013 20:00,0.14239934
5/01/2013 21:00,0.14239934
5/01/2013 22:00,0.14239934
5/01/2013 23:00,0.14239934
6/01/2013 0:00,0.14239934
6/01/2013 1:00,0.143966628
6/01/2013 2:00,0.145533917
6/01/2013 3:00,0.147101205
6/01/2013 4:00,0.148668493
6/01/2013 5:00,0.150235782
6/01/2013 6:00,0.15180307
6/01/2013 7:00,0.153370358
6/01/2013 8:00,0.154937647
6/01/2013 9:00,0.156504935
6/01/2013 10:00,0.158072223
6/01/2013 11:00,0.159639512
6/01/2013 12:00,0.1612068
6/01/2013 13:00,0.162774088
6/01/2013 14:00,0.164341377
6/01/2013 15:00,0.165908665
6/01/2013 16:00,0.167475953
6/01/2013 17:00,0.169043242
6/01/2013 18:00,0.17061053
6/01/2013 19:00,0.172177818
6/01/2013 20:00,0.173745107
6/01/2013 21:00,0.175312395
6/01/2013 22:00,0.176879683
6/01/2013 23:00,0.178446972
7/01/2013 0:00,0.18001426
7/01/2013 1:00,0.178782819
7/01/2013 2:00,0.177551378
7/01/2013 3:00,0.176319938
7/01/2013 4:00,0.175088497
7/01/2013 5:00,0.173857056
7/01/2013 6:00,0.172625615
7/01/2013 7:00,0.171394174
7/01/2013 8:00,0.170162733
7/01/2013 9:00,0.168931293
7/01/2013 10:00,0.167699852
7/01/2013 11:00,0.166468411
7/01/2013 12:00,0.16523697
7/01/2013 13:00,0.164005529
7/01/2013 14:00,0.162774088
7/01/2013 15:00,0.161542648
7/01/2013 16:00,0.160311207
7/01/2013 17:00,0.159079766
7/01/2013 18:00,0.157848325
7/01/2013 19:00,0.156616884
7/01/2013 20:00,0.155385443
7/01/2013 21:00,0.154154003
7/01/2013 22:00,0.152922562
7/01/2013 23:00,0.151691121
8/01/2013 0:00,0.15045968
8/01/2013 1:00,0.150011883
8/01/2013 2:00,0.149564087
8/01/2013 3:00,0.14911629
8/01/2013 4:00,0.148668493
8/01/2013 5:00,0.148220697
8/01/2013 6:00,0.1477729
8/01/2013 7:00,0.147325103
8/01/2013 8:00,0.146877307
8/01/2013 9:00,0.14642951
8/01/2013 10:00,0.145981713
8/01/2013 11:00,0.145533917
8/01/2013 12:00,0.14508612
8/01/2013 13:00,0.144638323
8/01/2013 14:00,0.144190527
8/01/2013 15:00,0.14374273
8/01/2013 16:00,0.143294933
8/01/2013 17:00,0.142847137
8/01/2013 18:00,0.14239934
8/01/2013 19:00,0.141951543
8/01/2013 20:00,0.141503747
8/01/2013 21:00,0.14105595
8/01/2013 22:00,0.140608153
8/01/2013 23:00,0.140160357
9/01/2013 0:00,0.13971256
9/01/2013 1:00,0.139544636
9/01/2013 2:00,0.139376713
9/01/2013 3:00,0.139208789
9/01/2013 4:00,0.139040865
9/01/2013 5:00,0.138872941
9/01/2013 6:00,0.138705018
9/01/2013 7:00,0.138537094
9/01/2013 8:00,0.13836917
9/01/2013 9:00,0.138201246
9/01/2013 10:00,0.138033323
9/01/2013 11:00,0.137865399
9/01/2013 12:00,0.137697475
9/01/2013 13:00,0.137529551
9/01/2013 14:00,0.137361628
9/01/2013 15:00,0.137193704
9/01/2013 16:00,0.13702578
9/01/2013 17:00,0.136857856
9/01/2013 18:00,0.136689933
9/01/2013 19:00,0.136522009
9/01/2013 20:00,0.136354085
9/01/2013 21:00,0.136186161
9/01/2013 22:00,0.136018238
9/01/2013 23:00,0.135850314
10/01/2013 0:00,0.13568239
10/01/2013 1:00,0.135626415
10/01/2013 2:00,0.135570441
10/01/2013 3:00,0.135514466
10/01/2013 4:00,0.135458492
10/01/2013 5:00,0.135402517
10/01/2013 6:00,0.135346543
