05/05/2009	AM	SAL	S	0.50000	99.90000	34980.00000	18.75000	7.71000	0.01400	0.31000	0.02600	0.51000	0.53000	0.01	0.04900	0.02400	1.90000	6.00000	239321.45300	11283.55900	3239282.91770	3600072.00000	3595071.90000	7195143.90000	50.00000	350.00000	950.00000	0.00000	100.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
05/05/2009	AM	SAL	B	2.70000	79.50000	35240.00000	19.22000	7.71000	NaN	0.29000	0.02700	0.51000	0.53000	0.01400	0.05300	0.02500	NaN	NaN	410474.87600	11300.22600	3118244.43031	2946725.60000	2850057.00000	5796782.60000	25.00000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	SHEL	S	0.50000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	PIPE	S	0.50000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	RIV	S	0.50000	97.30000	30400.00000	19.55000	7.65000	0.02300	0.35000	0.02800	0.75000	0.78000	0.01200	0.08700	0.02500	1.40000	8.00000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	RIV	B	1.50300	78.80000	33440.00000	20.84000	7.61000	NaN	0.36000	0.04200	0.59000	0.63000	0.11000	0.06900	0.04400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	IN_BET	S	0.50000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	CAS	S	0.50000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	447875.62400	102002.04000	4885357.63853	8121829.10000	5010100.20000	13131929.30000	52545.00000	100.00000	7625.00000	0.00000	125.00000	0.00000	25.00000	0.00000	0.00000	0.00000	0.00000
05/05/2009	AM	CAS	B	1.00000	108.90000	25690.00000	21.22000	7.57000	0.03100	0.62000	0.02900	1.20000	1.20000	0.01100	0.20000	0.06000	1.80000	10.00000	4483.42300	73884.81100	4522766.72019	6568464.70000	4061747.90000	10630212.60000	100.00000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
05/05/2009	AM	KEN	S	2.00000	82.40000	490.00000	17.44000	7.89000	0.00250	0.46000	0.04700	0.57000	0.62000	0.06000	0.08200	0.06400	1.60000	13.00000	NaN	NaN	NaN	NaN	NaN	NaN	0.00000	67.00000	0.00000	111.00000	7.00000	3.00000	101.00000	0.00000	3.00000	3.00000	3.00000
