ISOTime,flow
01/01/2015,0.044295625
02/01/2015,0.043547768
03/01/2015,0.044295625
04/01/2015,0.043547768
05/01/2015,0.039207432
06/01/2015,0.037816186
07/01/2015,0.038508357
08/01/2015,0.036452488
09/01/2015,0.033162905
10/01/2015,0.031894593
11/01/2015,0.031894593
12/01/2015,0.03065324
13/01/2015,0.03065324
14/01/2015,0.03065324
15/01/2015,0.031270555
16/01/2015,0.03065324
17/01/2015,0.031270555
18/01/2015,0.031270555
19/01/2015,0.031894593
20/01/2015,0.031270555
21/01/2015,0.028250884
22/01/2015,0.028250884
23/01/2015,0.028250884
24/01/2015,0.027089621
25/01/2015,0.025954791
26/01/2015,0.024301825
27/01/2015,0.025397249
28/01/2015,0.028250884
29/01/2015,0.024301825
30/01/2015,0.02651891
31/01/2015,0.0227076
01/02/2015,0.0227076
02/02/2015,0.113782049
03/02/2015,0.241385861
04/02/2015,0.111246914
05/02/2015,0.062557166
06/02/2015,0.051344847
07/02/2015,0.043547768
08/02/2015,0.039913427
09/02/2015,0.037816186
10/02/2015,0.035116206
11/02/2015,0.031894593
12/02/2015,0.031270555
13/02/2015,0.033162905
14/02/2015,0.031894593
15/02/2015,0.029438714
16/02/2015,0.030042631
17/02/2015,0.02766694
18/02/2015,0.028250884
19/02/2015,0.02766694
20/02/2015,0.024846265
21/02/2015,0.024846265
22/02/2015,0.031270555
23/02/2015,0.0227076
24/02/2015,0.021677199
25/02/2015,0.024301825
26/02/2015,0.0227076
27/02/2015,0.020672578
28/02/2015,0.020179893
01/03/2015,0.024301825
02/03/2015,0.022189169
03/03/2015,0.022189169
04/03/2015,0.020179893
05/03/2015,0.019693604
06/03/2015,0.020179893
07/03/2015,0.018740149
08/03/2015,0.017357524
09/03/2015,0.018272949
10/03/2015,0.021171674
11/03/2015,0.021171674
12/03/2015,0.020179893
13/03/2015,0.023763912
14/03/2015,0.051344847
15/03/2015,0.045812458
16/03/2015,0.038508357
17/03/2015,0.033162905
18/03/2015,0.036452488
19/03/2015,0.035116206
20/03/2015,0.031270555
21/03/2015,0.02884147
22/03/2015,0.028250884
23/03/2015,0.025954791
24/03/2015,0.025397249
25/03/2015,0.025397249
26/03/2015,0.025397249
27/03/2015,0.035116206
28/03/2015,0.02766694
29/03/2015,0.025397249
30/03/2015,0.023232509
31/03/2015,0.02884147
01/04/2015,0.031894593
02/04/2015,0.02651891
03/04/2015,0.024846265
04/04/2015,0.024846265
05/04/2015,0.022189169
06/04/2015,0.023763912
07/04/2015,0.07401537
08/04/2015,0.20740993
09/04/2015,0.171516893
10/04/2015,0.139513101
11/04/2015,0.094404351
12/04/2015,0.181368553
13/04/2015,0.111246914
14/04/2015,0.082259712
15/04/2015,0.07401537
16/04/2015,0.066256857
17/04/2015,0.064392157
18/04/2015,0.064392157
19/04/2015,0.065320785
20/04/2015,0.062557166
21/04/2015,0.064392157
22/04/2015,0.063470956
23/04/2015,0.062557166
24/04/2015,0.062557166
25/04/2015,0.064392157
26/04/2015,0.062557166
27/04/2015,0.062557166
28/04/2015,0.062557166
29/04/2015,0.062557166
30/04/2015,0.062557166
01/05/2015,0.061650771
02/05/2015,0.061650771
03/05/2015,0.077049615
04/05/2015,0.073019159
05/05/2015,0.062557166
06/05/2015,0.058098809
07/05/2015,0.058098809
08/05/2015,0.057229141
09/05/2015,0.05636677
10/05/2015,0.058098809
11/05/2015,0.057229141
12/05/2015,0.057229141
13/05/2015,0.058098809
14/05/2015,0.058098809
15/05/2015,0.058098809
16/05/2015,0.161982722
17/05/2015,0.479633914
18/05/2015,0.482605661
19/05/2015,0.184723604
20/05/2015,0.108744304
21/05/2015,0.086566689
22/05/2015,0.086566689
23/05/2015,0.080152622
24/05/2015,0.081202314
25/05/2015,0.078076288
26/05/2015,0.079110618
27/05/2015,0.077049615
28/05/2015,0.077049615
29/05/2015,0.076030581
30/05/2015,0.079110618
31/05/2015,0.078076288
01/06/2015,0.077049615
02/06/2015,0.096714557
03/06/2015,0.095555495
04/06/2015,0.081202314
05/06/2015,0.078076288
06/06/2015,0.079110618
07/06/2015,0.081202314
08/06/2015,0.078076288
09/06/2015,0.077049615
10/06/2015,0.07401537
11/06/2015,0.072030523
12/06/2015,0.072030523
13/06/2015,0.072030523
14/06/2015,0.070075909
15/06/2015,0.069109898
16/06/2015,0.068151397
17/06/2015,0.070075909
18/06/2015,0.099056503
19/06/2015,0.385059743
