Date,BC BASE Flow Local (ML),BC BASE Flow Local + Upstream (ML),BC BASE TN Local (KG),BC BASE TN Local + Upstream (KG),BC BASE TP Local (KG),BC BASE TP Local + Upstream (KG),BC BASE OXY Local (KG),BC BASE OXY Local + Upstream (KG),BC Capped Flow Local (ML),BC Capped Flow Local + Upstream (ML),BC Capped TN Local (KG),BC Capped TN Local + Upstream (KG),BC Capped TP Local (KG),BC Capped TP Local + Upstream (KG),BC Capped OXY Local (KG),BC Capped OXY Local + Upstream (KG),BC Dry Flow Local (ML),BC Dry Flow Local + Upstream (ML),BC Dry TN Local (KG),BC Dry TN Local + Upstream (KG),BC Dry TP Local (KG),BC Dry TP Local + Upstream (KG),BC Dry OXY Local (KG),BC Dry OXY Local + Upstream (KG),BC Wet Flow Local (ML),BC Wet Flow Local + Upstream (ML),BC Wet TN Local (KG),BC Wet TN Local + Upstream (KG),BC Wet TP Local (KG),BC Wet TP Local + Upstream (KG),BC Wet OXY Local (KG),BC Wet OXY Local + Upstream (KG),BC Targets Flow Local (ML),BC Targets Flow Local + Upstream (ML),BC Targets TN Local (KG),BC Targets TN Local + Upstream (KG),BC Targets TP Local (KG),BC Targets TP Local + Upstream (KG),BC Targets OXY Local (KG),BC Targets OXY Local + Upstream (KG),Field Mean TN (mg/L),Field Mean TP (mg/L),Field Mean TCHLA (ug/L),Field Mean Oxygen (mg/L),Field Mean TEMP (C),Field Mean Salinity (psu),SCERM44_2015_2016_ALL Mean TN (mg/L),SCERM44_2015_2016_ALL Mean TP (mg/L),SCERM44_2015_2016_ALL Mean Oxy (mg/L),SCERM44_2015_2016_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_ALL Mean Salinity (psu),SCERM44_2015_2016_Capped_ALL Mean TN (mg/L),SCERM44_2015_2016_Capped_ALL Mean TP (mg/L,)SCERM44_2015_2016_Capped_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Capped_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Capped_ALL Mean Salinity (psu),SCERM44_2015_2016_Dry_ALL Mean TN (mg/L),SCERM44_2015_2016_Dry_ALL Mean TP (mg/L),SCERM44_2015_2016_Dry_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Dry_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Dry_ALL Mean Salinity (psu),SCERM44_2015_2016_Target_ALL Mean TN (mg/L),SCERM44_2015_2016_Target_ALL Mean TP (mg/L),SCERM44_2015_2016_Target_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Target_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Target_ALL Mean Salinity (psu),SCERM44_2017_2018_ALL Mean TN (mg/L),SCERM44_2017_2018_ALL Mean TP (mg/L),SCERM44_2017_2018_ALL Mean Oxy (mg/L),SCERM44_2017_2018_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_ALL Mean Salinity (psu),SCERM44_2017_2018_Wet_ALL Mean TN (mg/L),SCERM44_2017_2018_Wet_ALL Mean TP (mg/L),SCERM44_2017_2018_Wet_ALL Mean Oxy (mg/L),SCERM44_2017_2018_Wet_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_Wet_ALL Mean Salinity (psu),
04/2009,23.9155,1372.9910,23.1144,1435.7457,1.9957,139.0243,172.6060,9241.4476,23.9155,1372.9910,14.6976,865.4986,1.2965,67.3300,172.6060,9241.4476,9.0288,521.8733,7.5266,456.9424,0.6519,46.6508,64.9326,3513.3785,18.5328,1099.0858,16.5856,1115.7589,1.4384,102.7692,134.5817,7420.6845,23.9155,1372.9910,20.0086,1203.2015,1.9772,100.0133,172.6060,9241.4476,0.2650,0.0300,2.6250,6.5175,20.3325,36.2244, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
05/2009,81.2592,4434.4454,110.4272,4916.6145,9.3010,567.7834,670.9001,32277.1269,81.2592,4434.4454,52.1207,2521.8566,4.4308,175.5932,670.9001,32277.1269,45.6365,2466.9619,57.9496,2402.6446,4.9187,321.2708,376.9743,17931.3307,97.7184,5441.9904,141.6375,6038.6815,11.8521,708.1036,806.8267,39458.8846,81.2592,4434.4454,73.2538,3990.9420,8.1730,375.2072,670.9001,32277.1269,0.2525,0.0267,2.1750,6.3943,18.3286,36.7432, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
06/2009,290.1053,18409.2048,440.3892,22442.7281,36.7670,1871.6347,2452.3153,146808.3770,290.1053,18409.2048,188.6779,13683.1930,15.8712,617.6124,2452.3153,146808.3770,166.1213,9423.3715,229.2490,9495.3178,19.3479,1034.4903,1404.0256,74973.8348,296.7494,21058.1510,452.3463,25126.2248,37.7469,2007.9897,2508.3892,170843.8574,290.1053,18409.2048,268.6607,19245.6995,30.6575,1290.5892,2452.3153,146808.3770,0.2150,0.0255,1.7600,6.6571,15.8814,35.1833, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
07/2009,648.6480,125688.3955,1105.9912,282155.5310,90.8264,9692.9629,5542.6748,1166870.6457,648.6480,125688.3955,426.8154,250775.2760,35.5833,6596.5930,5542.6748,1166870.6457,310.4870,21429.9043,470.8530,25514.8645,39.2774,1765.0664,2657.3977,191116.9900,765.0893,176571.2563,1354.6610,422543.6431,110.8280,17534.0566,6541.7995,1647473.8606,648.6480,125688.3955,610.7683,268783.5052,69.7727,8145.6125,5542.6748,1166870.6457,0.6067,0.0283,3.1750,5.7600,15.1900,33.2589, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
08/2009,822.2342,125473.1904,1418.8379,237823.9590,113.6546,12795.7048,6880.7201,1147381.1036,822.2342,125473.1904,543.5539,184536.3940,44.8394,4724.2513,6880.7201,1147381.1036,454.6109,35507.5574,698.7244,46249.6233,58.2897,2758.5406,3810.7882,314407.9978,788.4518,113501.8656,1323.7870,191374.7512,107.9011,11013.4826,6586.0164,1033353.7083,822.2342,125473.1904,777.4599,207212.6417,88.1163,6753.5453,6880.7201,1147381.1036,0.3900,0.0200,10.3800,5.1875,16.2750,32.7836, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
09/2009,777.6173,88891.9834,1312.2451,125684.9007,105.4419,8395.6937,6872.6993,829111.2680,777.6173,88891.9834,513.2571,86746.2373,42.3693,2455.4168,6872.6993,829111.2680,456.2352,28359.6682,681.2700,32498.7403,57.0988,2030.4736,4032.2664,261431.1271,676.2269,68324.8176,1097.7552,97501.1879,89.5672,5718.8122,5976.6213,637866.9280,777.6173,88891.9834,733.0825,103825.2950,83.2858,3994.6113,6872.6993,829111.2680,0.2100,0.0280,5.5000,4.9600,16.3300,32.5750, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
10/2009,357.2381,20517.7277,501.3777,21423.0697,42.1639,1034.2314,3181.1290,174311.8538,357.2381,20517.7277,231.6881,15460.3926,19.5053,571.5218,3181.1290,174311.8538,203.9818,6753.4474,255.7288,6285.9360,21.8419,425.5156,1814.7267,57582.6067,300.0154,17472.1450,406.2239,18669.8586,34.3798,905.3537,2671.9130,149539.3946,357.2381,20517.7277,327.8561,18693.4481,38.4623,910.6680,3181.1290,174311.8538,0.2350,0.0295,3.6750,5.0667,17.3575,33.5808, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
11/2009,227.0851,11216.0765,308.8849,12088.0271,26.0831,893.5881,1652.4789,75653.0494,227.0851,11216.0765,145.8416,7429.2367,12.3963,381.5822,1652.4789,75653.0494,115.9574,3429.9936,135.5984,3215.1121,11.6314,310.5870,848.0306,23022.6198,191.2032,10291.9248,251.8205,10121.5082,21.3344,751.7387,1391.8874,69926.0227,227.0851,11216.0765,207.3695,10148.4012,23.8080,702.8144,1652.4789,75653.0494,0.2225,0.0318,3.8667,4.5167,19.8650,34.3581, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2009,71.2022,2858.0602,73.6226,2835.6163,6.3791,176.4319,488.4674,18180.8437,71.2022,2858.0602,44.1745,1797.6442,3.8671,124.3048,488.4674,18180.8437,36.8582,1025.1014,33.9621,869.9538,2.9596,58.1074,252.9587,6566.4230,57.6202,2325.7325,57.4112,2198.1403,4.9846,142.9833,395.1469,14788.8108,71.2022,2858.0602,63.0945,2441.1855,6.3791,173.5241,488.4674,18180.8437,0.2100,0.0255,2.6750,5.1725,22.2200,35.1471, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2010,22.1789,1091.1715,18.7594,1127.1645,1.6370,70.8817,161.5214,7097.3472,22.1789,1091.1715,13.4108,686.9826,1.2003,59.3727,161.5214,7097.3472,12.0701,460.3997,9.2550,381.5308,0.8074,21.2369,87.8652,3032.9654,17.2195,948.3178,13.9854,975.3356,1.2205,59.0326,125.4217,6156.3459,22.1789,1091.1715,18.6000,956.0813,1.6370,70.4755,161.5214,7097.3472,0.2200,0.0360,3.2750,4.4350,24.1150,35.8498, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2010,11.0333,711.5818,8.4188,799.1052,0.7344,49.2959,83.8415,4781.9805,11.0333,711.5818,6.5924,485.5907,0.5959,43.2059,83.8415,4781.9805,6.1430,289.1635,4.2935,258.8916,0.3733,12.6118,46.6720,1969.6495,8.4672,624.4819,6.2507,695.8135,0.5445,41.8392,64.1892,4173.9282,11.0333,711.5818,8.4188,659.9855,0.7344,48.7470,83.8415,4781.9805,0.2850,0.0315,2.6000,5.6225,23.9050,36.4111, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2010,79.1165,3618.9245,148.3610,6994.7662,11.9979,486.3563,553.1402,22317.2849,79.1165,3618.9245,52.2791,4759.4808,4.3512,204.2905,553.1402,22317.2849,54.4666,2306.5344,96.3345,2746.8789,7.8614,270.4655,380.9987,14192.0062,40.3315,2205.9475,64.4001,2476.5487,5.3140,213.8564,282.0952,13684.3631,79.1165,3618.9245,74.6000,5938.3770,8.1865,357.7137,553.1402,22317.2849,0.3040,0.0358,2.4800,5.7000,23.3750,37.1292, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2010,85.3286,3999.3264,121.9717,7553.2534,10.1964,412.1446,609.4879,24850.1478,85.3286,3999.3264,54.8839,6029.9354,4.6605,217.7533,609.4879,24850.1478,35.5968,1246.5792,42.9885,1144.8950,3.6550,117.9582,254.1329,8291.3220,49.5763,1969.8682,65.2414,2046.2734,5.5035,202.2730,354.2736,13050.7627,85.3286,3999.3264,77.7819,6909.7311,8.5464,330.9033,609.4879,24850.1478,0.2525,0.0300,2.6250,6.3656,20.9700,36.8880, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
