Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_PHY_TCHLA,18/09/2009 13:55:00,18/09/2009 13:55:00,1.000
SAL,18/09/2009 13:55:06,09/12/2009 12:51:34,3.000
WQ_DIAG_TOT_TMN,18/09/2009 13:55:00,18/09/2009 13:55:00,1.000
WQ_OGM_DON,18/09/2009 13:55:00,09/12/2009 12:10:00,4.000
WQ_NIT_NIT,18/09/2009 13:55:00,09/12/2009 12:10:00,4.000
WQ_DIAG_TOT_TKN,18/09/2009 13:55:00,09/12/2009 12:10:00,4.000
WQ_DIAG_TOT_TN,18/09/2009 13:55:00,09/12/2009 12:10:00,4.000
WQ_NIT_AMM,18/09/2009 13:55:00,09/12/2009 12:10:00,3.000
WQ_DIAG_OXY_OXY_SAT,18/09/2009 13:55:06,09/12/2009 12:51:34,2.000
WQ_OXY_OXY,18/09/2009 13:55:06,09/12/2009 12:51:34,2.000
WQ_DIAG_TOT_TP,18/09/2009 13:55:00,09/12/2009 12:10:00,4.000
WQ_CAR_PH,18/09/2009 13:55:06,09/12/2009 12:51:34,3.000
Phaeophytin,18/09/2009 13:55:00,18/09/2009 13:55:00,1.000
WQ_PHS_FRP,23/10/2009 00:00:00,09/12/2009 12:10:00,3.000
TEMP,18/09/2009 13:55:06,09/12/2009 12:51:34,3.000
WQ_DIAG_TOT_TSS,19/11/2009 10:44:00,09/12/2009 12:10:00,2.000
