Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,06/09/1993 11:27:00,22/07/1997 13:10:00,2.000
WQ_NIT_NIT,12/12/1996 12:58:00,28/10/1997 12:00:00,4.000
WQ_DIAG_TOT_TKN,12/12/1996 12:58:00,09/06/1998 11:30:00,6.000
WQ_DIAG_TOT_TN,12/12/1996 12:58:00,28/10/1997 12:00:00,4.000
Na,06/09/1993 11:27:00,22/07/1997 13:10:00,2.000
WQ_NIT_AMM,22/07/1997 13:10:00,22/07/1997 13:10:00,1.000
WQ_DIAG_TOT_TP,12/12/1996 12:58:00,09/06/1998 11:30:00,5.000
WQ_CAR_PH,28/08/1981 11:00:00,22/07/1997 13:10:00,13.000
WQ_PHS_FRP,12/12/1996 12:58:00,09/06/1998 11:30:00,6.000
WQ_SIL_RSI,06/09/1993 11:27:00,22/07/1997 13:10:00,2.000
TEMP,28/08/1981 11:00:00,22/07/1997 13:10:00,14.000
WQ_DIAG_TOT_TURBIDITY,28/08/1981 11:00:00,22/07/1997 13:10:00,13.000
WQ_OGM_POC,06/09/1993 11:27:00,22/07/1997 13:10:00,2.000
Flow,24/05/1983 00:00:00,11/03/2019 00:00:00,10907.000
