Date,BC BASE Flow Local (ML),BC BASE Flow Local + Upstream (ML),BC BASE TN Local (KG),BC BASE TN Local + Upstream (KG),BC BASE TP Local (KG),BC BASE TP Local + Upstream (KG),BC BASE OXY Local (KG),BC BASE OXY Local + Upstream (KG),BC Capped Flow Local (ML),BC Capped Flow Local + Upstream (ML),BC Capped TN Local (KG),BC Capped TN Local + Upstream (KG),BC Capped TP Local (KG),BC Capped TP Local + Upstream (KG),BC Capped OXY Local (KG),BC Capped OXY Local + Upstream (KG),BC Dry Flow Local (ML),BC Dry Flow Local + Upstream (ML),BC Dry TN Local (KG),BC Dry TN Local + Upstream (KG),BC Dry TP Local (KG),BC Dry TP Local + Upstream (KG),BC Dry OXY Local (KG),BC Dry OXY Local + Upstream (KG),BC Wet Flow Local (ML),BC Wet Flow Local + Upstream (ML),BC Wet TN Local (KG),BC Wet TN Local + Upstream (KG),BC Wet TP Local (KG),BC Wet TP Local + Upstream (KG),BC Wet OXY Local (KG),BC Wet OXY Local + Upstream (KG),BC Targets Flow Local (ML),BC Targets Flow Local + Upstream (ML),BC Targets TN Local (KG),BC Targets TN Local + Upstream (KG),BC Targets TP Local (KG),BC Targets TP Local + Upstream (KG),BC Targets OXY Local (KG),BC Targets OXY Local + Upstream (KG),Field Mean TN (mg/L),Field Mean TP (mg/L),Field Mean TCHLA (ug/L),Field Mean Oxygen (mg/L),Field Mean TEMP (C),Field Mean Salinity (psu),SCERM44_2015_2016_ALL Mean TN (mg/L),SCERM44_2015_2016_ALL Mean TP (mg/L),SCERM44_2015_2016_ALL Mean Oxy (mg/L),SCERM44_2015_2016_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_ALL Mean Salinity (psu),SCERM44_2015_2016_Capped_ALL Mean TN (mg/L),SCERM44_2015_2016_Capped_ALL Mean TP (mg/L,)SCERM44_2015_2016_Capped_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Capped_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Capped_ALL Mean Salinity (psu),SCERM44_2015_2016_Dry_ALL Mean TN (mg/L),SCERM44_2015_2016_Dry_ALL Mean TP (mg/L),SCERM44_2015_2016_Dry_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Dry_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Dry_ALL Mean Salinity (psu),SCERM44_2015_2016_Target_ALL Mean TN (mg/L),SCERM44_2015_2016_Target_ALL Mean TP (mg/L),SCERM44_2015_2016_Target_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Target_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Target_ALL Mean Salinity (psu),SCERM44_2017_2018_ALL Mean TN (mg/L),SCERM44_2017_2018_ALL Mean TP (mg/L),SCERM44_2017_2018_ALL Mean Oxy (mg/L),SCERM44_2017_2018_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_ALL Mean Salinity (psu),SCERM44_2017_2018_Wet_ALL Mean TN (mg/L),SCERM44_2017_2018_Wet_ALL Mean TP (mg/L),SCERM44_2017_2018_Wet_ALL Mean Oxy (mg/L),SCERM44_2017_2018_Wet_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_Wet_ALL Mean Salinity (psu),
11/2008,616.8614,6324.1258,1038.5998,7877.7469,88.3828,573.7667,5020.4281,46538.8010,616.8614,6324.1258,418.0883,3361.3250,37.3073,228.7399,5020.4281,46538.8010,257.3424,2010.7699,358.1769,1945.8418,31.4156,157.6511,2093.5109,15188.7807,528.2842,5066.9971,857.9081,5748.3718,73.7859,441.5683,4299.3960,37474.0800,616.8614,6324.1258,605.8087,5897.3066,66.7263,514.3573,5020.4281,46538.8010,0.5100,0.0510,3.9750,6.6525,20.6912,19.4118, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2008,280.8950,2215.3910,384.4961,2161.2759,33.7806,175.2237,2120.0025,15450.5320,280.8950,2215.3910,187.1127,1148.7372,16.9846,86.9739,2120.0025,15450.5320,125.4787,937.8115,150.2789,801.6021,13.3548,65.9040,946.4873,6667.3232,256.6858,1996.0474,348.4638,1949.0579,30.6488,158.6906,1936.4321,13965.4559,280.8950,2215.3910,271.2611,1879.5543,30.3341,167.9116,2120.0025,15450.5320,0.5180,0.0512,3.1200,5.7500,23.1391,24.0761, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2009,72.1267,608.9126,74.8294,478.2371,6.7127,39.2870,522.9247,4045.2862,72.1267,608.9126,46.8650,291.2099,4.3448,22.4728,522.9247,4045.2862,28.9267,303.0394,25.7312,201.3045,2.3173,15.9932,209.5404,2036.0203,60.3245,533.4163,60.6820,410.6205,5.4501,33.6586,437.3741,3556.9883,72.1267,608.9126,68.3889,462.9324,6.7127,39.2734,522.9247,4045.2862,0.6050,0.0725,3.9000,5.2811,24.9511,30.5334, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2009,66.8390,666.6192,87.6920,617.8319,7.6682,47.8796,504.2565,4481.7258,66.8390,666.6192,44.2020,336.1618,4.0407,23.4141,504.2565,4481.7258,25.8509,290.7274,28.8091,219.3848,2.5499,16.9619,195.6472,1965.6061,85.3805,920.1168,137.4738,1005.4617,11.7612,74.7240,659.0555,6138.4094,66.8390,666.6192,63.6386,548.1102,6.4336,44.7526,504.2565,4481.7258,0.5550,0.0700,4.6000,5.8300,24.5133,33.5751, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2009,44.3578,449.9280,45.3697,333.9576,4.0607,27.7728,344.2014,3226.3962,44.3578,449.9280,28.8165,206.4958,2.6762,15.6125,344.2014,3226.3962,19.8029,224.5450,18.8384,142.2735,1.6862,11.5093,152.7984,1599.1404,33.7651,364.0032,31.8013,261.5238,2.8577,21.8679,262.9387,2655.8868,44.3578,449.9280,40.7798,324.0020,4.0216,27.7146,344.2014,3226.3962,0.6380,0.0678,4.4600,5.8700,22.1680,34.5159, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2009,33.3331,429.1142,34.4019,326.5401,3.0671,27.0990,240.7585,2954.1576,33.3331,429.1142,21.6656,196.3287,2.0111,14.4387,240.7585,2954.1576,11.7763,179.0899,10.5013,112.6562,0.9383,9.2233,84.5993,1246.4777,26.0928,344.7446,24.9751,249.0004,2.2358,20.8056,189.6569,2405.3273,33.3331,429.1142,29.8652,312.4135,2.9248,26.7872,240.7585,2954.1576,0.6075,0.0590,10.1500,6.0338,20.4050,35.1636, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
05/2009,127.3018,1694.0016,196.6732,1795.4941,16.9979,141.2577,1051.1050,12357.1292,127.3018,1694.0016,85.5027,865.0857,7.7200,57.4383,1051.1050,12357.1292,70.7962,937.6992,102.3163,903.0249,8.9173,68.6787,584.8658,6838.6289,154.1981,1991.8397,254.3214,2240.1332,21.8282,170.1672,1273.2323,14491.7128,127.3018,1694.0016,122.7191,1534.1541,13.1570,129.0346,1051.1050,12357.1292,0.6125,0.0607,10.3500,6.8188,17.4975,33.5494, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
06/2009,474.5693,6328.0570,805.7711,7305.0205,69.1507,572.6578,3992.8690,49097.2679,474.5693,6328.0570,321.6037,3504.0605,28.8174,218.4598,3992.8690,49097.2679,266.4403,3259.8374,410.1897,3304.9413,35.6160,253.7437,2239.6874,25409.5410,488.1254,6377.6333,832.6452,7438.3155,71.4144,589.9866,4106.6073,49579.9741,474.5693,6328.0570,466.3947,6155.0485,51.0790,515.8021,3992.8690,49097.2679,0.6075,0.0560,5.6250,6.6660,15.8990,27.7115, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
07/2009,980.3635,14139.2045,1822.1944,23235.2394,153.5376,1554.0345,8383.4384,122545.3140,980.3635,14139.2045,669.5833,8212.8439,59.4477,497.5345,8383.4384,122545.3140,454.1011,5163.7133,743.8961,5727.4786,64.0604,454.2943,3891.1919,44670.7815,1151.5910,16987.0176,2213.1438,29802.9272,186.5762,1929.1388,9853.7665,147515.8990,980.3635,14139.2045,971.3514,16004.0840,106.2780,1404.8014,8383.4384,122545.3140,0.8420,0.0452,2.7667,8.2090,13.3070,9.5509, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
08/2009,1292.0947,17682.3475,2452.6590,30917.5900,202.9493,1893.6589,10814.3303,155510.1485,1292.0947,17682.3475,884.9850,10323.1348,77.9379,594.9181,10814.3303,155510.1485,726.5203,9438.7594,1236.5297,14637.8132,106.1291,1029.0923,6095.7138,82745.2055,1228.3142,15794.2051,2275.9786,26082.2584,190.1220,1631.8740,10262.8010,138865.0775,1292.0947,17682.3475,1283.5421,21075.5388,139.2227,1674.6501,10814.3303,155510.1485,1.3000,0.0605,6.3750,8.5900,15.4378,5.2183, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
09/2009,1179.2736,14959.7194,2169.9983,22070.7394,180.6618,1387.1951,10421.1101,145832.7331,1179.2736,14959.7194,805.8041,8491.7606,71.1302,484.3336,10421.1101,145832.7331,721.9066,8061.3878,1188.8110,10759.2908,102.5490,779.3950,6379.2788,77925.1924,1026.1469,12117.5050,1821.4745,16772.7696,153.3718,1103.6770,9068.1572,117821.4032,1179.2736,14959.7194,1168.2260,15747.7968,127.0949,1211.2588,10421.1101,145832.7331,1.0040,0.0672,25.0000,9.8090,15.3240,3.0210, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
10/2009,524.7677,4669.9632,796.9525,4840.0922,69.1418,370.8808,4670.7179,40058.8971,524.7677,4669.9632,353.1266,2432.7532,31.7400,172.9203,4670.7179,40058.8971,304.4650,2431.9872,414.8374,2345.4917,36.5315,189.8173,2708.6962,21000.1246,443.4048,3799.8634,650.8822,3799.5629,56.7948,297.4349,3947.5787,32700.9482,524.7677,4669.9632,510.8715,3932.9123,56.8069,338.8593,4670.7179,40058.8971,0.7400,0.0620,11.1500,7.3122,19.1956,12.9352, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
11/2009,341.5738,3720.1939,508.7218,3918.9699,44.2586,307.1535,2483.1668,24884.7002,341.5738,3720.1939,228.8489,1935.7824,20.6872,136.3571,2483.1668,24884.7002,171.5213,1464.8342,218.5002,1355.4752,19.3212,108.7809,1253.7284,9975.3019,287.4269,2957.9904,414.3894,3079.0622,36.1734,242.7383,2090.3471,19843.6001,341.5738,3720.1939,331.8976,3298.8761,37.0347,281.5352,2483.1668,24884.7002,0.6525,0.0713,5.4000,6.2700,21.5738,20.3626, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2009,104.5267,931.0378,117.1193,738.8241,10.4649,59.9663,716.8158,6069.6954,104.5267,931.0378,68.3590,443.2148,6.3055,33.5324,716.8158,6069.6954,52.2806,433.7626,51.8566,314.0045,4.6607,25.9362,358.6308,2873.5847,84.2918,757.5552,90.9582,588.3588,8.1440,48.0461,577.8429,4958.5590,104.5267,931.0378,99.5796,698.0102,10.4522,59.8767,716.8158,6069.6954,0.5940,0.0772,6.1600,5.5592,23.9985,27.4472, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2010,31.6570,339.8026,28.8105,237.7285,2.5922,19.5792,230.5632,2284.2394,31.6570,339.8026,20.3479,151.5903,1.9025,11.8217,230.5632,2284.2394,16.3382,192.5078,13.3798,119.3369,1.2031,9.6520,118.9490,1305.5802,24.3734,285.7680,21.2722,194.9688,1.9138,16.0037,177.5369,1927.9963,31.6570,339.8026,28.5600,236.8561,2.5922,19.5783,230.5632,2284.2394,0.5475,0.0770,4.6500,5.4480,24.2990,32.4984, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2010,15.0336,197.2080,12.2567,130.3693,1.1019,10.6968,114.4574,1394.9901,15.0336,197.2080,9.5884,85.5758,0.9022,6.6686,114.4574,1394.9901,7.9142,108.8467,5.8662,62.5986,0.5251,4.9384,60.2096,778.7731,10.9814,165.0499,8.5599,107.2070,0.7680,8.7099,83.5795,1165.3367,15.0336,197.2080,12.2567,130.3102,1.1019,10.6967,114.4574,1394.9901,0.5425,0.0815,5.0750,5.3887,25.0538,35.1956, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2010,102.4531,1270.5379,203.1175,1707.9475,17.0104,130.9249,716.3679,7334.4165,102.4531,1270.5379,70.1454,679.6296,6.2285,44.7278,716.3679,7334.4165,69.9408,872.9510,130.9453,1107.1496,11.0653,84.7542,489.2700,4994.2339,52.2979,674.3088,88.1852,762.3687,7.5329,59.1790,365.8138,3930.3599,102.4531,1270.5379,100.3403,1249.0291,10.7156,107.1855,716.3679,7334.4165,0.6500,0.0822,7.0200,5.3845,23.5327,35.1632, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2010,119.4480,1294.9286,187.2346,1304.6906,16.1250,100.7289,853.3191,8416.7431,119.4480,1294.9286,80.2701,658.8562,7.2454,43.9776,853.3191,8416.7431,49.2221,563.5008,65.2535,471.2204,5.7170,36.9092,351.5161,3662.9785,69.9840,806.1811,100.9333,732.0923,8.7739,56.8031,500.1451,5232.8660,119.4480,1294.9286,115.4664,1107.9249,12.2914,91.4644,853.3191,8416.7431,0.5675,0.0545,7.7500,6.0536,20.2664,32.3460, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
