ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.7524,0.5000,20.0000,0
1,02/01/2016,0.8438,0.5000,20.0000,0
1,03/01/2016,0.2415,0.5000,20.0000,0
1,04/01/2016,0.7756,0.5000,20.0000,0
1,05/01/2016,0.2320,0.5000,20.0000,0
1,06/01/2016,0.0461,0.5000,20.0000,0
1,07/01/2016,0.3051,0.5000,20.0000,0
1,08/01/2016,0.4558,0.5000,20.0000,0
1,09/01/2016,0.9197,0.5000,20.0000,0
1,10/01/2016,0.8474,0.5000,20.0000,0
1,11/01/2016,0.2004,0.5000,20.0000,0
1,12/01/2016,0.8395,0.5000,20.0000,0
1,13/01/2016,0.4380,0.5000,20.0000,0
1,14/01/2016,0.2631,0.5000,20.0000,0
1,15/01/2016,0.5800,0.5000,20.0000,0
1,16/01/2016,0.8374,0.5000,20.0000,0
1,17/01/2016,0.2344,0.5000,20.0000,0
1,18/01/2016,0.3181,0.5000,20.0000,0
1,19/01/2016,0.7906,0.5000,20.0000,0
1,20/01/2016,0.0267,0.5000,20.0000,0
1,21/01/2016,0.6891,0.5000,20.0000,0
1,22/01/2016,0.1978,0.5000,20.0000,0
1,23/01/2016,0.1652,0.5000,20.0000,0
1,24/01/2016,0.7595,0.5000,20.0000,0
1,25/01/2016,0.3221,0.5000,20.0000,0
1,26/01/2016,0.5081,0.5000,20.0000,0
1,27/01/2016,0.2097,0.5000,20.0000,0
1,28/01/2016,0.1243,0.5000,20.0000,0
1,29/01/2016,0.3819,0.5000,20.0000,0
1,30/01/2016,0.5608,0.5000,20.0000,0
1,31/01/2016,0.1258,0.5000,20.0000,0
1,01/02/2016,0.9752,0.5000,20.0000,0
1,02/02/2016,0.3403,0.5000,20.0000,0
1,03/02/2016,0.1265,0.5000,20.0000,0
1,04/02/2016,0.7385,0.5000,20.0000,0
1,05/02/2016,0.7477,0.5000,20.0000,0
1,06/02/2016,0.2035,0.5000,20.0000,0
1,07/02/2016,0.4959,0.5000,20.0000,0
1,08/02/2016,0.5314,0.5000,20.0000,0
1,09/02/2016,0.6588,0.5000,20.0000,0
1,10/02/2016,0.7854,0.5000,20.0000,0
1,11/02/2016,0.1664,0.5000,20.0000,0
1,12/02/2016,0.0741,0.5000,20.0000,0
1,13/02/2016,0.9552,0.5000,20.0000,0
1,14/02/2016,0.3259,0.5000,20.0000,0
1,15/02/2016,0.1186,0.5000,20.0000,0
1,16/02/2016,0.1943,0.5000,20.0000,0
1,17/02/2016,0.7264,0.5000,20.0000,0
1,18/02/2016,0.2089,0.5000,20.0000,0
1,19/02/2016,0.2558,0.5000,20.0000,0
1,20/02/2016,0.7127,0.5000,20.0000,0
1,21/02/2016,0.4857,0.5000,20.0000,0
1,22/02/2016,0.0211,0.5000,20.0000,0
1,23/02/2016,0.0833,0.5000,20.0000,0
1,24/02/2016,0.1112,0.5000,20.0000,0
1,25/02/2016,0.0498,0.5000,20.0000,0
1,26/02/2016,0.2468,0.5000,20.0000,0
1,27/02/2016,0.5166,0.5000,20.0000,0
1,28/02/2016,0.9407,0.5000,20.0000,0
1,29/02/2016,0.4193,0.5000,20.0000,0
1,01/03/2016,0.4666,0.5000,20.0000,0
1,02/03/2016,0.6214,0.5000,20.0000,0
1,03/03/2016,0.6763,0.5000,20.0000,0
1,04/03/2016,0.7541,0.5000,20.0000,0
1,05/03/2016,0.3579,0.5000,20.0000,0
1,06/03/2016,0.2578,0.5000,20.0000,0
1,07/03/2016,0.9365,0.5000,20.0000,0
1,08/03/2016,0.1249,0.5000,20.0000,0
1,09/03/2016,0.2181,0.5000,20.0000,0
1,10/03/2016,0.8612,0.5000,20.0000,0
1,11/03/2016,0.2397,0.5000,20.0000,0
1,12/03/2016,0.1854,0.5000,20.0000,0
1,13/03/2016,0.0817,0.5000,20.0000,0
1,14/03/2016,0.6798,0.5000,20.0000,0
1,15/03/2016,0.2054,0.5000,20.0000,0
1,16/03/2016,0.6021,0.5000,20.0000,0
1,17/03/2016,0.8141,0.5000,20.0000,0
1,18/03/2016,0.1443,0.5000,20.0000,0
1,19/03/2016,0.3255,0.5000,20.0000,0
1,20/03/2016,0.3129,0.5000,20.0000,0
1,21/03/2016,0.1319,0.5000,20.0000,0
1,22/03/2016,0.1960,0.5000,20.0000,0
1,23/03/2016,0.2938,0.5000,20.0000,0
1,24/03/2016,0.9494,0.5000,20.0000,0
1,25/03/2016,0.4020,0.5000,20.0000,0
1,26/03/2016,0.9119,0.5000,20.0000,0
1,27/03/2016,0.9288,0.5000,20.0000,0
1,28/03/2016,0.8114,0.5000,20.0000,0
1,29/03/2016,0.5178,0.5000,20.0000,0
1,30/03/2016,0.6679,0.5000,20.0000,0
1,31/03/2016,0.6478,0.5000,20.0000,0
1,01/04/2016,0.9095,0.5000,20.0000,0
1,02/04/2016,0.6191,0.5000,20.0000,0
1,03/04/2016,0.3235,0.5000,20.0000,0
1,04/04/2016,0.0298,0.5000,20.0000,0
1,05/04/2016,0.3571,0.5000,20.0000,0
1,06/04/2016,0.6958,0.5000,20.0000,0
1,07/04/2016,0.7103,0.5000,20.0000,0
1,08/04/2016,0.2968,0.5000,20.0000,0
1,09/04/2016,0.0581,0.5000,20.0000,0
1,10/04/2016,0.2646,0.5000,20.0000,0
1,11/04/2016,0.3773,0.5000,20.0000,0
1,12/04/2016,0.4698,0.5000,20.0000,0
1,13/04/2016,0.1634,0.5000,20.0000,0
1,14/04/2016,0.8703,0.5000,20.0000,0
1,15/04/2016,0.1957,0.5000,20.0000,0
1,16/04/2016,0.0216,0.5000,20.0000,0
1,17/04/2016,0.0179,0.5000,20.0000,0
1,18/04/2016,0.3437,0.5000,20.0000,0
1,19/04/2016,0.4286,0.5000,20.0000,0
