ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.2667,0.5000,20.0000,0
1,02/01/2016,0.7732,0.5000,20.0000,0
1,03/01/2016,0.8967,0.5000,20.0000,0
1,04/01/2016,0.2252,0.5000,20.0000,0
1,05/01/2016,0.6784,0.5000,20.0000,0
1,06/01/2016,0.0341,0.5000,20.0000,0
1,07/01/2016,0.9468,0.5000,20.0000,0
1,08/01/2016,0.3406,0.5000,20.0000,0
1,09/01/2016,0.0692,0.5000,20.0000,0
1,10/01/2016,0.3590,0.5000,20.0000,0
1,11/01/2016,0.3873,0.5000,20.0000,0
1,12/01/2016,0.6135,0.5000,20.0000,0
1,13/01/2016,0.4379,0.5000,20.0000,0
1,14/01/2016,0.2713,0.5000,20.0000,0
1,15/01/2016,0.1943,0.5000,20.0000,0
1,16/01/2016,0.9428,0.5000,20.0000,0
1,17/01/2016,0.0509,0.5000,20.0000,0
1,18/01/2016,0.8702,0.5000,20.0000,0
1,19/01/2016,0.3343,0.5000,20.0000,0
1,20/01/2016,0.8019,0.5000,20.0000,0
1,21/01/2016,0.0455,0.5000,20.0000,0
1,22/01/2016,0.0029,0.5000,20.0000,0
1,23/01/2016,0.5427,0.5000,20.0000,0
1,24/01/2016,0.5809,0.5000,20.0000,0
1,25/01/2016,0.2878,0.5000,20.0000,0
1,26/01/2016,0.8186,0.5000,20.0000,0
1,27/01/2016,0.5260,0.5000,20.0000,0
1,28/01/2016,0.7097,0.5000,20.0000,0
1,29/01/2016,0.9306,0.5000,20.0000,0
1,30/01/2016,0.1610,0.5000,20.0000,0
1,31/01/2016,0.4017,0.5000,20.0000,0
1,01/02/2016,0.8813,0.5000,20.0000,0
1,02/02/2016,0.5786,0.5000,20.0000,0
1,03/02/2016,0.7665,0.5000,20.0000,0
1,04/02/2016,0.6443,0.5000,20.0000,0
1,05/02/2016,0.8948,0.5000,20.0000,0
1,06/02/2016,0.6229,0.5000,20.0000,0
1,07/02/2016,0.0368,0.5000,20.0000,0
1,08/02/2016,0.6822,0.5000,20.0000,0
1,09/02/2016,0.5858,0.5000,20.0000,0
1,10/02/2016,0.7055,0.5000,20.0000,0
1,11/02/2016,0.8791,0.5000,20.0000,0
1,12/02/2016,0.0134,0.5000,20.0000,0
1,13/02/2016,0.7813,0.5000,20.0000,0
1,14/02/2016,0.9932,0.5000,20.0000,0
1,15/02/2016,0.7431,0.5000,20.0000,0
1,16/02/2016,0.1461,0.5000,20.0000,0
1,17/02/2016,0.8897,0.5000,20.0000,0
1,18/02/2016,0.2135,0.5000,20.0000,0
1,19/02/2016,0.0048,0.5000,20.0000,0
1,20/02/2016,0.6779,0.5000,20.0000,0
1,21/02/2016,0.3951,0.5000,20.0000,0
1,22/02/2016,0.4593,0.5000,20.0000,0
1,23/02/2016,0.2223,0.5000,20.0000,0
1,24/02/2016,0.4968,0.5000,20.0000,0
1,25/02/2016,0.3218,0.5000,20.0000,0
1,26/02/2016,0.4318,0.5000,20.0000,0
1,27/02/2016,0.3625,0.5000,20.0000,0
1,28/02/2016,0.6974,0.5000,20.0000,0
1,29/02/2016,0.6257,0.5000,20.0000,0
1,01/03/2016,0.2309,0.5000,20.0000,0
1,02/03/2016,0.1701,0.5000,20.0000,0
1,03/03/2016,0.8403,0.5000,20.0000,0
1,04/03/2016,0.8053,0.5000,20.0000,0
1,05/03/2016,0.3063,0.5000,20.0000,0
1,06/03/2016,0.6052,0.5000,20.0000,0
1,07/03/2016,0.2751,0.5000,20.0000,0
1,08/03/2016,0.5850,0.5000,20.0000,0
1,09/03/2016,0.1234,0.5000,20.0000,0
1,10/03/2016,0.4418,0.5000,20.0000,0
1,11/03/2016,0.8833,0.5000,20.0000,0
1,12/03/2016,0.7286,0.5000,20.0000,0
1,13/03/2016,0.4977,0.5000,20.0000,0
1,14/03/2016,0.0697,0.5000,20.0000,0
1,15/03/2016,0.7986,0.5000,20.0000,0
1,16/03/2016,0.4026,0.5000,20.0000,0
1,17/03/2016,0.4676,0.5000,20.0000,0
1,18/03/2016,0.8347,0.5000,20.0000,0
1,19/03/2016,0.1266,0.5000,20.0000,0
1,20/03/2016,0.4172,0.5000,20.0000,0
1,21/03/2016,0.9412,0.5000,20.0000,0
1,22/03/2016,0.0144,0.5000,20.0000,0
1,23/03/2016,0.9530,0.5000,20.0000,0
1,24/03/2016,0.9776,0.5000,20.0000,0
1,25/03/2016,0.9944,0.5000,20.0000,0
1,26/03/2016,0.2402,0.5000,20.0000,0
1,27/03/2016,0.9536,0.5000,20.0000,0
1,28/03/2016,0.8655,0.5000,20.0000,0
1,29/03/2016,0.7540,0.5000,20.0000,0
1,30/03/2016,0.6994,0.5000,20.0000,0
1,31/03/2016,0.0612,0.5000,20.0000,0
1,01/04/2016,0.8528,0.5000,20.0000,0
1,02/04/2016,0.0275,0.5000,20.0000,0
1,03/04/2016,0.3425,0.5000,20.0000,0
1,04/04/2016,0.4633,0.5000,20.0000,0
1,05/04/2016,0.9385,0.5000,20.0000,0
1,06/04/2016,0.4552,0.5000,20.0000,0
1,07/04/2016,0.1021,0.5000,20.0000,0
1,08/04/2016,0.4715,0.5000,20.0000,0
1,09/04/2016,0.4742,0.5000,20.0000,0
1,10/04/2016,0.6501,0.5000,20.0000,0
1,11/04/2016,0.0547,0.5000,20.0000,0
1,12/04/2016,0.0095,0.5000,20.0000,0
1,13/04/2016,0.5166,0.5000,20.0000,0
1,14/04/2016,0.2864,0.5000,20.0000,0
1,15/04/2016,0.1285,0.5000,20.0000,0
1,16/04/2016,0.9586,0.5000,20.0000,0
1,17/04/2016,0.4755,0.5000,20.0000,0
1,18/04/2016,0.7551,0.5000,20.0000,0
1,19/04/2016,0.3666,0.5000,20.0000,0
1,20/04/2016,0.4923,0.5000,20.0000,0
1,21/04/2016,0.6401,0.5000,20.0000,0
1,22/04/2016,0.5709,0.5000,20.0000,0
1,23/04/2016,0.4493,0.5000,20.0000,0
1,24/04/2016,0.2587,0.5000,20.0000,0
1,25/04/2016,0.3683,0.5000,20.0000,0
1,26/04/2016,0.8069,0.5000,20.0000,0
1,27/04/2016,0.6994,0.5000,20.0000,0
1,28/04/2016,0.7422,0.5000,20.0000,0
1,29/04/2016,0.4411,0.5000,20.0000,0
1,30/04/2016,0.8703,0.5000,20.0000,0
1,01/05/2016,0.2282,0.5000,20.0000,0
1,02/05/2016,0.2358,0.5000,20.0000,0
1,03/05/2016,0.4643,0.5000,20.0000,0
1,04/05/2016,0.9320,0.5000,20.0000,0
1,05/05/2016,0.0706,0.5000,20.0000,0
1,06/05/2016,0.0959,0.5000,20.0000,0
1,07/05/2016,0.0993,0.5000,20.0000,0
1,08/05/2016,0.1274,0.5000,20.0000,0
1,09/05/2016,0.7140,0.5000,20.0000,0
1,10/05/2016,0.5419,0.5000,20.0000,0
1,11/05/2016,0.9963,0.5000,20.0000,0
1,12/05/2016,0.8627,0.5000,20.0000,0
1,13/05/2016,0.2144,0.5000,20.0000,0
1,14/05/2016,0.2296,0.5000,20.0000,0
1,15/05/2016,0.0392,0.5000,20.0000,0
1,16/05/2016,0.6187,0.5000,20.0000,0
1,17/05/2016,0.5762,0.5000,20.0000,0
1,18/05/2016,0.6339,0.5000,20.0000,0
1,19/05/2016,0.5700,0.5000,20.0000,0
1,20/05/2016,0.0447,0.5000,20.0000,0
1,21/05/2016,0.5426,0.5000,20.0000,0
1,22/05/2016,0.8942,0.5000,20.0000,0
1,23/05/2016,0.6243,0.5000,20.0000,0
1,24/05/2016,0.3040,0.5000,20.0000,0
1,25/05/2016,0.8357,0.5000,20.0000,0
1,26/05/2016,0.3167,0.5000,20.0000,0
1,27/05/2016,0.1385,0.5000,20.0000,0
1,28/05/2016,0.9212,0.5000,20.0000,0
1,29/05/2016,0.6999,0.5000,20.0000,0
1,30/05/2016,0.9145,0.5000,20.0000,0
1,31/05/2016,0.8097,0.5000,20.0000,0
1,01/06/2016,0.0761,0.5000,20.0000,0
1,02/06/2016,0.7787,0.5000,20.0000,0
1,03/06/2016,0.0679,0.5000,20.0000,0
1,04/06/2016,0.2536,0.5000,20.0000,0
1,05/06/2016,0.1462,0.5000,20.0000,0
1,06/06/2016,0.9163,0.5000,20.0000,0
1,07/06/2016,0.2850,0.5000,20.0000,0
1,08/06/2016,0.6132,0.5000,20.0000,0
1,09/06/2016,0.1476,0.5000,20.0000,0
1,10/06/2016,0.7307,0.5000,20.0000,0
1,11/06/2016,0.9518,0.5000,20.0000,0
1,12/06/2016,0.2556,0.5000,20.0000,0
1,13/06/2016,0.9599,0.5000,20.0000,0
1,14/06/2016,0.1699,0.5000,20.0000,0
1,15/06/2016,0.4608,0.5000,20.0000,0
1,16/06/2016,0.3977,0.5000,20.0000,0
1,17/06/2016,0.5299,0.5000,20.0000,0
1,18/06/2016,0.8032,0.5000,20.0000,0
1,19/06/2016,0.9962,0.5000,20.0000,0
1,20/06/2016,0.6742,0.5000,20.0000,0
1,21/06/2016,0.1170,0.5000,20.0000,0
1,22/06/2016,0.8310,0.5000,20.0000,0
1,23/06/2016,0.2630,0.5000,20.0000,0
1,24/06/2016,0.4021,0.5000,20.0000,0
1,25/06/2016,0.6906,0.5000,20.0000,0
1,26/06/2016,0.3770,0.5000,20.0000,0
1,27/06/2016,0.0623,0.5000,20.0000,0
1,28/06/2016,0.3344,0.5000,20.0000,0
1,29/06/2016,0.1173,0.5000,20.0000,0
1,30/06/2016,0.8195,0.5000,20.0000,0
1,01/07/2016,0.5696,0.5000,20.0000,0
1,02/07/2016,0.2016,0.5000,20.0000,0
1,03/07/2016,0.8941,0.5000,20.0000,0
1,04/07/2016,0.5538,0.5000,20.0000,0
1,05/07/2016,0.6190,0.5000,20.0000,0
1,06/07/2016,0.8168,0.5000,20.0000,0
1,07/07/2016,0.3507,0.5000,20.0000,0
1,08/07/2016,0.0553,0.5000,20.0000,0
1,09/07/2016,0.6428,0.5000,20.0000,0
1,10/07/2016,0.1828,0.5000,20.0000,0
1,11/07/2016,0.6292,0.5000,20.0000,0
1,12/07/2016,0.6486,0.5000,20.0000,0
1,13/07/2016,0.3961,0.5000,20.0000,0
1,14/07/2016,0.2471,0.5000,20.0000,0
1,15/07/2016,0.3271,0.5000,20.0000,0
1,16/07/2016,0.7992,0.5000,20.0000,0
1,17/07/2016,0.0816,0.5000,20.0000,0
1,18/07/2016,0.1244,0.5000,20.0000,0
1,19/07/2016,0.1121,0.5000,20.0000,0
1,20/07/2016,0.0477,0.5000,20.0000,0
1,21/07/2016,0.5863,0.5000,20.0000,0
1,22/07/2016,0.4044,0.5000,20.0000,0
1,23/07/2016,0.3951,0.5000,20.0000,0
1,24/07/2016,0.0677,0.5000,20.0000,0
1,25/07/2016,0.5372,0.5000,20.0000,0
1,26/07/2016,0.1853,0.5000,20.0000,0
1,27/07/2016,0.1519,0.5000,20.0000,0
1,28/07/2016,0.6242,0.5000,20.0000,0
1,29/07/2016,0.8593,0.5000,20.0000,0
1,30/07/2016,0.8826,0.5000,20.0000,0
1,31/07/2016,0.3666,0.5000,20.0000,0
1,01/08/2016,0.1740,0.5000,20.0000,0
1,02/08/2016,0.2363,0.5000,20.0000,0
1,03/08/2016,0.9360,0.5000,20.0000,0
1,04/08/2016,0.1738,0.5000,20.0000,0
1,05/08/2016,0.8822,0.5000,20.0000,0
1,06/08/2016,0.5201,0.5000,20.0000,0
1,07/08/2016,0.8063,0.5000,20.0000,0
1,08/08/2016,0.2250,0.5000,20.0000,0
1,09/08/2016,0.9117,0.5000,20.0000,0
1,10/08/2016,0.4554,0.5000,20.0000,0
1,11/08/2016,0.8941,0.5000,20.0000,0
1,12/08/2016,0.0209,0.5000,20.0000,0
1,13/08/2016,0.9760,0.5000,20.0000,0
1,14/08/2016,0.5375,0.5000,20.0000,0
1,15/08/2016,0.4714,0.5000,20.0000,0
1,16/08/2016,0.7583,0.5000,20.0000,0
1,17/08/2016,0.9311,0.5000,20.0000,0
1,18/08/2016,0.6963,0.5000,20.0000,0
1,19/08/2016,0.7388,0.5000,20.0000,0
1,20/08/2016,0.2279,0.5000,20.0000,0
1,21/08/2016,0.0369,0.5000,20.0000,0
1,22/08/2016,0.0349,0.5000,20.0000,0
1,23/08/2016,0.3201,0.5000,20.0000,0
1,24/08/2016,0.9385,0.5000,20.0000,0
1,25/08/2016,0.0885,0.5000,20.0000,0
1,26/08/2016,0.9709,0.5000,20.0000,0
1,27/08/2016,0.5274,0.5000,20.0000,0
1,28/08/2016,0.1903,0.5000,20.0000,0
1,29/08/2016,0.1692,0.5000,20.0000,0
1,30/08/2016,0.3130,0.5000,20.0000,0
1,31/08/2016,0.9919,0.5000,20.0000,0
1,01/09/2016,0.4485,0.5000,20.0000,0
1,02/09/2016,0.8376,0.5000,20.0000,0
1,03/09/2016,0.4685,0.5000,20.0000,0
1,04/09/2016,0.1577,0.5000,20.0000,0
1,05/09/2016,0.6528,0.5000,20.0000,0
1,06/09/2016,0.1150,0.5000,20.0000,0
1,07/09/2016,0.8023,0.5000,20.0000,0
1,08/09/2016,0.0598,0.5000,20.0000,0
1,09/09/2016,0.9504,0.5000,20.0000,0
1,10/09/2016,0.1346,0.5000,20.0000,0
1,11/09/2016,0.4376,0.5000,20.0000,0
1,12/09/2016,0.4035,0.5000,20.0000,0
1,13/09/2016,0.0864,0.5000,20.0000,0
1,14/09/2016,0.5170,0.5000,20.0000,0
1,15/09/2016,0.4030,0.5000,20.0000,0
1,16/09/2016,0.9819,0.5000,20.0000,0
1,17/09/2016,0.1844,0.5000,20.0000,0
1,18/09/2016,0.6230,0.5000,20.0000,0
1,19/09/2016,0.1775,0.5000,20.0000,0
1,20/09/2016,0.0718,0.5000,20.0000,0
1,21/09/2016,0.7201,0.5000,20.0000,0
1,22/09/2016,0.7695,0.5000,20.0000,0
1,23/09/2016,0.0899,0.5000,20.0000,0
1,24/09/2016,0.7942,0.5000,20.0000,0
1,25/09/2016,0.5165,0.5000,20.0000,0
