ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.9842,0.5000,20.0000,0
1,02/01/2016,0.6284,0.5000,20.0000,0
1,03/01/2016,0.5694,0.5000,20.0000,0
1,04/01/2016,0.8980,0.5000,20.0000,0
1,05/01/2016,0.2170,0.5000,20.0000,0
1,06/01/2016,0.4578,0.5000,20.0000,0
1,07/01/2016,0.6538,0.5000,20.0000,0
1,08/01/2016,0.1917,0.5000,20.0000,0
1,09/01/2016,0.7327,0.5000,20.0000,0
1,10/01/2016,0.9100,0.5000,20.0000,0
1,11/01/2016,0.4800,0.5000,20.0000,0
1,12/01/2016,0.7783,0.5000,20.0000,0
1,13/01/2016,0.2547,0.5000,20.0000,0
1,14/01/2016,0.8627,0.5000,20.0000,0
1,15/01/2016,0.6664,0.5000,20.0000,0
1,16/01/2016,0.0755,0.5000,20.0000,0
1,17/01/2016,0.2730,0.5000,20.0000,0
1,18/01/2016,0.0013,0.5000,20.0000,0
1,19/01/2016,0.9467,0.5000,20.0000,0
1,20/01/2016,0.1529,0.5000,20.0000,0
1,21/01/2016,0.7465,0.5000,20.0000,0
1,22/01/2016,0.6075,0.5000,20.0000,0
1,23/01/2016,0.7870,0.5000,20.0000,0
1,24/01/2016,0.2400,0.5000,20.0000,0
1,25/01/2016,0.1650,0.5000,20.0000,0
1,26/01/2016,0.1127,0.5000,20.0000,0
1,27/01/2016,0.6769,0.5000,20.0000,0
1,28/01/2016,0.1505,0.5000,20.0000,0
1,29/01/2016,0.6396,0.5000,20.0000,0
1,30/01/2016,0.4171,0.5000,20.0000,0
1,31/01/2016,0.4850,0.5000,20.0000,0
1,01/02/2016,0.6634,0.5000,20.0000,0
1,02/02/2016,0.4700,0.5000,20.0000,0
1,03/02/2016,0.8075,0.5000,20.0000,0
1,04/02/2016,0.1207,0.5000,20.0000,0
1,05/02/2016,0.9955,0.5000,20.0000,0
1,06/02/2016,0.2270,0.5000,20.0000,0
1,07/02/2016,0.3669,0.5000,20.0000,0
