ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.1701,0.5000,20.0000,0
1,02/01/2016,0.6641,0.5000,20.0000,0
1,03/01/2016,0.2799,0.5000,20.0000,0
1,04/01/2016,0.9165,0.5000,20.0000,0
1,05/01/2016,0.7156,0.5000,20.0000,0
1,06/01/2016,0.7048,0.5000,20.0000,0
1,07/01/2016,0.2929,0.5000,20.0000,0
1,08/01/2016,0.9040,0.5000,20.0000,0
1,09/01/2016,0.7668,0.5000,20.0000,0
1,10/01/2016,0.3932,0.5000,20.0000,0
1,11/01/2016,0.5550,0.5000,20.0000,0
1,12/01/2016,0.0380,0.5000,20.0000,0
1,13/01/2016,0.2664,0.5000,20.0000,0
1,14/01/2016,0.0065,0.5000,20.0000,0
1,15/01/2016,0.7091,0.5000,20.0000,0
1,16/01/2016,0.2418,0.5000,20.0000,0
1,17/01/2016,0.2301,0.5000,20.0000,0
1,18/01/2016,0.4406,0.5000,20.0000,0
1,19/01/2016,0.7667,0.5000,20.0000,0
1,20/01/2016,0.1736,0.5000,20.0000,0
1,21/01/2016,0.6203,0.5000,20.0000,0
1,22/01/2016,0.7951,0.5000,20.0000,0
1,23/01/2016,0.4934,0.5000,20.0000,0
1,24/01/2016,0.0176,0.5000,20.0000,0
1,25/01/2016,0.4573,0.5000,20.0000,0
1,26/01/2016,0.4266,0.5000,20.0000,0
1,27/01/2016,0.0511,0.5000,20.0000,0
1,28/01/2016,0.5068,0.5000,20.0000,0
1,29/01/2016,0.4808,0.5000,20.0000,0
1,30/01/2016,0.4822,0.5000,20.0000,0
1,31/01/2016,0.0366,0.5000,20.0000,0
1,01/02/2016,0.3893,0.5000,20.0000,0
1,02/02/2016,0.8586,0.5000,20.0000,0
1,03/02/2016,0.1388,0.5000,20.0000,0
1,04/02/2016,0.0198,0.5000,20.0000,0
1,05/02/2016,0.0874,0.5000,20.0000,0
1,06/02/2016,0.9158,0.5000,20.0000,0
1,07/02/2016,0.5565,0.5000,20.0000,0
1,08/02/2016,0.1801,0.5000,20.0000,0
1,09/02/2016,0.9153,0.5000,20.0000,0
1,10/02/2016,0.1115,0.5000,20.0000,0
1,11/02/2016,0.9599,0.5000,20.0000,0
1,12/02/2016,0.0102,0.5000,20.0000,0
1,13/02/2016,0.4663,0.5000,20.0000,0
1,14/02/2016,0.4486,0.5000,20.0000,0
1,15/02/2016,0.2636,0.5000,20.0000,0
1,16/02/2016,0.2003,0.5000,20.0000,0
1,17/02/2016,0.7568,0.5000,20.0000,0
1,18/02/2016,0.7193,0.5000,20.0000,0
1,19/02/2016,0.2331,0.5000,20.0000,0
1,20/02/2016,0.4422,0.5000,20.0000,0
1,21/02/2016,0.4079,0.5000,20.0000,0
1,22/02/2016,0.8128,0.5000,20.0000,0
1,23/02/2016,0.8546,0.5000,20.0000,0
1,24/02/2016,0.4365,0.5000,20.0000,0
1,25/02/2016,0.7936,0.5000,20.0000,0
1,26/02/2016,0.5706,0.5000,20.0000,0
1,27/02/2016,0.7854,0.5000,20.0000,0
1,28/02/2016,0.7317,0.5000,20.0000,0
1,29/02/2016,0.7623,0.5000,20.0000,0
1,01/03/2016,0.9364,0.5000,20.0000,0
1,02/03/2016,0.5926,0.5000,20.0000,0
1,03/03/2016,0.8307,0.5000,20.0000,0
1,04/03/2016,0.0206,0.5000,20.0000,0
1,05/03/2016,0.0068,0.5000,20.0000,0
1,06/03/2016,0.7569,0.5000,20.0000,0
1,07/03/2016,0.1756,0.5000,20.0000,0
1,08/03/2016,0.6624,0.5000,20.0000,0
1,09/03/2016,0.4957,0.5000,20.0000,0
1,10/03/2016,0.7915,0.5000,20.0000,0
1,11/03/2016,0.9572,0.5000,20.0000,0
1,12/03/2016,0.4973,0.5000,20.0000,0
1,13/03/2016,0.4276,0.5000,20.0000,0
1,14/03/2016,0.4532,0.5000,20.0000,0
1,15/03/2016,0.1061,0.5000,20.0000,0
1,16/03/2016,0.9212,0.5000,20.0000,0
1,17/03/2016,0.9281,0.5000,20.0000,0
1,18/03/2016,0.6064,0.5000,20.0000,0
1,19/03/2016,0.3343,0.5000,20.0000,0
1,20/03/2016,0.3868,0.5000,20.0000,0
1,21/03/2016,0.9723,0.5000,20.0000,0
1,22/03/2016,0.7324,0.5000,20.0000,0
1,23/03/2016,0.0834,0.5000,20.0000,0
1,24/03/2016,0.2531,0.5000,20.0000,0
1,25/03/2016,0.2518,0.5000,20.0000,0
1,26/03/2016,0.8075,0.5000,20.0000,0
1,27/03/2016,0.0360,0.5000,20.0000,0
1,28/03/2016,0.8641,0.5000,20.0000,0
1,29/03/2016,0.1435,0.5000,20.0000,0
1,30/03/2016,0.5469,0.5000,20.0000,0
1,31/03/2016,0.8290,0.5000,20.0000,0
1,01/04/2016,0.0603,0.5000,20.0000,0
1,02/04/2016,0.8952,0.5000,20.0000,0
1,03/04/2016,0.1565,0.5000,20.0000,0
1,04/04/2016,0.7184,0.5000,20.0000,0
1,05/04/2016,0.5239,0.5000,20.0000,0
1,06/04/2016,0.8120,0.5000,20.0000,0
1,07/04/2016,0.3544,0.5000,20.0000,0
1,08/04/2016,0.9725,0.5000,20.0000,0
1,09/04/2016,0.7735,0.5000,20.0000,0
1,10/04/2016,0.3282,0.5000,20.0000,0
1,11/04/2016,0.7830,0.5000,20.0000,0
1,12/04/2016,0.0413,0.5000,20.0000,0
1,13/04/2016,0.9259,0.5000,20.0000,0
1,14/04/2016,0.1713,0.5000,20.0000,0
1,15/04/2016,0.9920,0.5000,20.0000,0
1,16/04/2016,0.6736,0.5000,20.0000,0
1,17/04/2016,0.9847,0.5000,20.0000,0
1,18/04/2016,0.7879,0.5000,20.0000,0
1,19/04/2016,0.7016,0.5000,20.0000,0
1,20/04/2016,0.8836,0.5000,20.0000,0
1,21/04/2016,0.6628,0.5000,20.0000,0
1,22/04/2016,0.7412,0.5000,20.0000,0
1,23/04/2016,0.6777,0.5000,20.0000,0
1,24/04/2016,0.9812,0.5000,20.0000,0
1,25/04/2016,0.7859,0.5000,20.0000,0
1,26/04/2016,0.6951,0.5000,20.0000,0
1,27/04/2016,0.4967,0.5000,20.0000,0
1,28/04/2016,0.5048,0.5000,20.0000,0
1,29/04/2016,0.1019,0.5000,20.0000,0
1,30/04/2016,0.6373,0.5000,20.0000,0
1,01/05/2016,0.3361,0.5000,20.0000,0
1,02/05/2016,0.2181,0.5000,20.0000,0
1,03/05/2016,0.3405,0.5000,20.0000,0
1,04/05/2016,0.2333,0.5000,20.0000,0
1,05/05/2016,0.0383,0.5000,20.0000,0
1,06/05/2016,0.8583,0.5000,20.0000,0
1,07/05/2016,0.9032,0.5000,20.0000,0
1,08/05/2016,0.1176,0.5000,20.0000,0
1,09/05/2016,0.9508,0.5000,20.0000,0
1,10/05/2016,0.9848,0.5000,20.0000,0
1,11/05/2016,0.2060,0.5000,20.0000,0
1,12/05/2016,0.9514,0.5000,20.0000,0
1,13/05/2016,0.8012,0.5000,20.0000,0
1,14/05/2016,0.0930,0.5000,20.0000,0
1,15/05/2016,0.1978,0.5000,20.0000,0
1,16/05/2016,0.6906,0.5000,20.0000,0
1,17/05/2016,0.1259,0.5000,20.0000,0
1,18/05/2016,0.3181,0.5000,20.0000,0
1,19/05/2016,0.2475,0.5000,20.0000,0
1,20/05/2016,0.0053,0.5000,20.0000,0
1,21/05/2016,0.6187,0.5000,20.0000,0
1,22/05/2016,0.5172,0.5000,20.0000,0
1,23/05/2016,0.1699,0.5000,20.0000,0
1,24/05/2016,0.2441,0.5000,20.0000,0
1,25/05/2016,0.0564,0.5000,20.0000,0
1,26/05/2016,0.7639,0.5000,20.0000,0
1,27/05/2016,0.6773,0.5000,20.0000,0
1,28/05/2016,0.4373,0.5000,20.0000,0
1,29/05/2016,0.3119,0.5000,20.0000,0
1,30/05/2016,0.0591,0.5000,20.0000,0
1,31/05/2016,0.8599,0.5000,20.0000,0
1,01/06/2016,0.1582,0.5000,20.0000,0
1,02/06/2016,0.3592,0.5000,20.0000,0
1,03/06/2016,0.3508,0.5000,20.0000,0
1,04/06/2016,0.9113,0.5000,20.0000,0
1,05/06/2016,0.6142,0.5000,20.0000,0
1,06/06/2016,0.1176,0.5000,20.0000,0
1,07/06/2016,0.7580,0.5000,20.0000,0
1,08/06/2016,0.5806,0.5000,20.0000,0
1,09/06/2016,0.8150,0.5000,20.0000,0
1,10/06/2016,0.9922,0.5000,20.0000,0
1,11/06/2016,0.2012,0.5000,20.0000,0
1,12/06/2016,0.9011,0.5000,20.0000,0
1,13/06/2016,0.2092,0.5000,20.0000,0
1,14/06/2016,0.1340,0.5000,20.0000,0
