Date,NIT (mg/L) Surface MIN,NIT (mg/L) Surface MEAN,NIT (mg/L) Surface MEDIAN,NIT (mg/L) Surface MAX,NIT (mg/L) Bottom MIN,NIT (mg/L) Bottom MEAN,NIT (mg/L) Bottom MEDIAN,NIT (mg/L) Bottom MAX,AMM (mg/L) Surface MIN,AMM (mg/L) Surface MEAN,AMM (mg/L) Surface MEDIAN,AMM (mg/L) Surface MAX,AMM (mg/L) Bottom MIN,AMM (mg/L) Bottom MEAN,AMM (mg/L) Bottom MEDIAN,AMM (mg/L) Bottom MAX,FRP (mg/L) Surface MIN,FRP (mg/L) Surface MEAN,FRP (mg/L) Surface MEDIAN,FRP (mg/L) Surface MAX,FRP (mg/L) Bottom MIN,FRP (mg/L) Bottom MEAN,FRP (mg/L) Bottom MEDIAN,FRP (mg/L) Bottom MAX,TCHLA (ug/L) Surface MIN,TCHLA (ug/L) Surface MEAN,TCHLA (ug/L) Surface MEDIAN,TCHLA (ug/L) Surface MAX,TCHLA (ug/L) Bottom MIN,TCHLA (ug/L) Bottom MEAN,TCHLA (ug/L) Bottom MEDIAN,TCHLA (ug/L) Bottom MAX,Turbidity (NTU) Surface MIN,Turbidity (NTU) Surface MEAN,Turbidity (NTU) Surface MEDIAN,Turbidity (NTU) Surface MAX,Turbidity (NTU) Bottom MIN,Turbidity (NTU) Bottom MEAN,Turbidity (NTU) Bottom MEDIAN,Turbidity (NTU) Bottom MAX,Temperature (C) Surface MIN,Temperature (C) Surface MEAN,Temperature (C) Surface MEDIAN,Temperature (C) Surface MAX,Temperature (C) Bottom MIN,Temperature (C) Bottom MEAN,Temperature (C) Bottom MEDIAN,Temperature (C) Bottom MAX,Salinity (psu) Surface MIN,Salinity (psu) Surface MEAN,Salinity (psu) Surface MEDIAN,Salinity (psu) Surface MAX,Salinity (psu) Bottom MIN,Salinity (psu) Bottom MEAN,Salinity (psu) Bottom MEDIAN,Salinity (psu) Bottom MAX,TN (mg/L) Surface MIN,TN (mg/L) Surface MEAN,TN (mg/L) Surface MEDIAN,TN (mg/L) Surface MAX,TN (mg/L) Bottom MIN,TN (mg/L) Bottom MEAN,TN (mg/L) Bottom MEDIAN,TN (mg/L) Bottom MAX,TP (mg/L) Surface MIN,TP (mg/L) Surface MEAN,TP (mg/L) Surface MEDIAN,TP (mg/L) Surface MAX,TP (mg/L) Bottom MIN,TP (mg/L) Bottom MEAN,TP (mg/L) Bottom MEDIAN,TP (mg/L) Bottom MAX,Oxygen (mg/L) Surface MIN,Oxygen (mg/L) Surface MEAN,Oxygen (mg/L) Surface MEDIAN,Oxygen (mg/L) Surface MAX,Oxygen (mg/L) Bottom MIN,Oxygen (mg/L) Bottom MEAN,Oxygen (mg/L) Bottom MEDIAN,Oxygen (mg/L) Bottom MAX,
15/03/2015 00:00:00,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.2217,24.2217,24.2217,24.2217,24.2217,24.2217,24.2217,24.2217,36.5491,36.5491,36.5491,36.5491,36.5491,36.5491,36.5491,36.5491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4379,6.4379,6.4379,6.4379,6.4379,6.4379,6.4379,6.4379,
15/03/2015 04:00:02,0.0214,0.0217,0.0217,0.0218,0.0213,0.0217,0.0217,0.0232,0.0239,0.0240,0.0240,0.0242,0.0239,0.0240,0.0240,0.0297,0.0107,0.0107,0.0107,0.0111,0.0107,0.0107,0.0107,0.0109,2.3982,2.4085,2.4084,2.4336,2.3479,2.3977,2.3993,2.8981,0.7815,0.7823,0.7818,0.8081,0.7716,0.7816,0.7815,0.7923,24.1031,24.1461,24.1494,24.1742,24.1138,24.1652,24.1682,24.1954,36.5006,36.5455,36.5462,36.5474,36.5277,36.5455,36.5458,36.5562,0.3394,0.3398,0.3397,0.3457,0.3203,0.3395,0.3396,0.3418,0.0192,0.0193,0.0193,0.0202,0.0192,0.0193,0.0193,0.0196,6.4112,6.4160,6.4158,6.4251,6.2379,6.4118,6.4123,6.4175,
15/03/2015 08:00:00,0.0215,0.0219,0.0218,0.0239,0.0214,0.0219,0.0218,0.0239,0.0240,0.0249,0.0243,0.0331,0.0241,0.0249,0.0243,0.0331,0.0107,0.0108,0.0108,0.0111,0.0107,0.0108,0.0108,0.0112,2.3529,2.4249,2.3652,3.1448,2.3047,2.4076,2.3554,3.1410,0.7742,0.7803,0.7806,0.7865,0.7736,0.7799,0.7801,0.7875,24.0150,24.0857,24.1001,24.1370,24.0368,24.1042,24.1149,24.1627,36.5355,36.5473,36.5457,36.5714,36.5333,36.5465,36.5453,36.5711,0.3096,0.3372,0.3395,0.3407,0.3094,0.3372,0.3393,0.3410,0.0193,0.0194,0.0193,0.0197,0.0192,0.0193,0.0193,0.0197,6.1281,6.3814,6.4017,6.4105,6.1222,6.3772,6.3961,6.4098,
15/03/2015 12:00:04,0.0203,0.0220,0.0215,0.0239,0.0202,0.0220,0.0216,0.0240,0.0232,0.0262,0.0241,0.0332,0.0231,0.0262,0.0243,0.0332,0.0105,0.0109,0.0108,0.0118,0.0105,0.0110,0.0108,0.0120,2.3887,2.6191,2.4482,3.1635,2.3311,2.5743,2.4250,3.1197,0.7766,0.7798,0.7796,0.7874,0.7757,0.7791,0.7790,0.7871,24.1071,24.1861,24.1937,24.2253,24.0649,24.1715,24.1785,24.2307,36.5465,36.5552,36.5488,36.5799,36.5431,36.5530,36.5475,36.5790,0.3099,0.3305,0.3372,0.3392,0.3096,0.3308,0.3370,0.3393,0.0192,0.0194,0.0193,0.0197,0.0191,0.0194,0.0193,0.0197,6.1194,6.3452,6.4005,6.4515,6.1132,6.3371,6.3921,6.4510,
15/03/2015 16:00:02,0.0191,0.0220,0.0223,0.0238,0.0177,0.0221,0.0222,0.0242,0.0223,0.0280,0.0283,0.0332,0.0215,0.0280,0.0283,0.0332,0.0103,0.0113,0.0114,0.0122,0.0101,0.0114,0.0114,0.0123,2.5384,2.9609,3.0167,3.2968,2.2801,2.8563,2.9574,3.2584,0.7777,0.7814,0.7790,0.7980,0.7756,0.7800,0.7781,0.7975,24.1542,24.3809,24.3844,24.4936,24.0806,24.2908,24.3138,24.4917,36.5494,36.5674,36.5657,36.5884,36.5401,36.5628,36.5634,36.5867,0.3102,0.3210,0.3188,0.3374,0.3083,0.3215,0.3190,0.3384,0.0190,0.0195,0.0195,0.0197,0.0188,0.0194,0.0195,0.0197,6.1139,6.3004,6.2884,6.4735,6.0897,6.2799,6.2881,6.4800,
15/03/2015 20:00:00,0.0194,0.0226,0.0233,0.0243,0.0193,0.0226,0.0233,0.0244,0.0230,0.0295,0.0309,0.0333,0.0230,0.0296,0.0309,0.0333,0.0105,0.0116,0.0118,0.0123,0.0105,0.0117,0.0119,0.0125,2.6367,3.0516,3.1115,3.2170,2.1960,2.9825,3.0416,3.2010,0.7773,0.7837,0.7811,0.8083,0.7721,0.7825,0.7801,0.8077,24.1066,24.2757,24.2921,24.4211,24.0820,24.2757,24.2871,24.4434,36.5523,36.5737,36.5757,36.5949,36.5340,36.5708,36.5741,36.5942,0.3103,0.3159,0.3121,0.3343,0.3096,0.3165,0.3122,0.3381,0.0191,0.0195,0.0196,0.0198,0.0192,0.0196,0.0196,0.0200,6.1049,6.2424,6.2154,6.4342,6.0365,6.2261,6.2133,6.4283,
16/03/2015 00:00:03,0.0195,0.0218,0.0210,0.0246,0.0184,0.0218,0.0211,0.0246,0.0231,0.0271,0.0262,0.0327,0.0232,0.0273,0.0263,0.0330,0.0106,0.0113,0.0111,0.0123,0.0106,0.0114,0.0112,0.0123,2.4837,2.8250,2.8717,3.1188,2.2435,2.8054,2.8638,3.1145,0.7763,0.7791,0.7772,0.7935,0.7730,0.7789,0.7766,0.8016,24.0975,24.2438,24.2637,24.3166,24.1163,24.2536,24.2725,24.3304,36.5476,36.5636,36.5636,36.5844,36.5323,36.5630,36.5639,36.5889,0.3107,0.3229,0.3222,0.3370,0.3105,0.3225,0.3215,0.3372,0.0193,0.0195,0.0194,0.0198,0.0192,0.0195,0.0194,0.0198,6.1090,6.2968,6.3289,6.4125,6.1010,6.2855,6.3196,6.4070,
16/03/2015 04:00:00,0.0186,0.0207,0.0203,0.0245,0.0185,0.0208,0.0203,0.0245,0.0236,0.0250,0.0239,0.0314,0.0236,0.0252,0.0239,0.0326,0.0108,0.0110,0.0109,0.0121,0.0108,0.0111,0.0109,0.0122,2.3324,2.5630,2.4646,3.0291,2.3143,2.5628,2.4489,3.0252,0.7754,0.7775,0.7764,0.7864,0.7736,0.7772,0.7759,0.8108,24.0892,24.1679,24.1699,24.2184,24.0999,24.1863,24.1874,24.2385,36.5343,36.5524,36.5495,36.5780,36.5344,36.5526,36.5492,36.5967,0.3120,0.3311,0.3350,0.3375,0.3118,0.3303,0.3347,0.3373,0.0194,0.0195,0.0195,0.0198,0.0193,0.0195,0.0195,0.0198,6.1620,6.3319,6.3571,6.3691,6.1153,6.3244,6.3555,6.3687,
16/03/2015 08:00:01,0.0193,0.0212,0.0208,0.0240,0.0192,0.0211,0.0208,0.0240,0.0239,0.0261,0.0247,0.0335,0.0239,0.0261,0.0247,0.0335,0.0109,0.0112,0.0110,0.0120,0.0109,0.0112,0.0110,0.0120,2.3517,2.5771,2.5023,2.9510,2.3284,2.5606,2.4762,2.9464,0.7745,0.7818,0.7753,0.8414,0.7728,0.7809,0.7750,0.8412,24.0587,24.1202,24.1216,24.1798,24.0721,24.1307,24.1300,24.1937,36.5384,36.5602,36.5533,36.6188,36.5373,36.5595,36.5529,36.6184,0.3131,0.3283,0.3315,0.3368,0.3129,0.3282,0.3313,0.3368,0.0194,0.0195,0.0195,0.0197,0.0194,0.0195,0.0195,0.0197,6.0816,6.2817,6.3162,6.3367,6.0784,6.2812,6.3168,6.3365,
16/03/2015 12:00:01,0.0197,0.0220,0.0225,0.0235,0.0195,0.0220,0.0225,0.0236,0.0239,0.0288,0.0288,0.0335,0.0238,0.0288,0.0287,0.0335,0.0109,0.0116,0.0115,0.0123,0.0108,0.0116,0.0115,0.0125,2.4651,2.8462,2.9033,2.9657,2.3802,2.8032,2.8540,2.9338,0.7740,0.7990,0.7863,0.8522,0.7723,0.7973,0.7853,0.8520,24.1224,24.2021,24.2015,24.2535,24.1043,24.1949,24.1986,24.2597,36.5514,36.5852,36.5786,36.6241,36.5471,36.5825,36.5777,36.6230,0.3137,0.3186,0.3161,0.3342,0.3130,0.3187,0.3159,0.3352,0.0194,0.0195,0.0195,0.0197,0.0193,0.0195,0.0195,0.0197,6.0809,6.2200,6.2277,6.3415,6.0649,6.2122,6.2287,6.3349,
