ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.3883,0.5000,20.0000,0
1,02/01/2016,0.7520,0.5000,20.0000,0
1,03/01/2016,0.3450,0.5000,20.0000,0
1,04/01/2016,0.5943,0.5000,20.0000,0
1,05/01/2016,0.0812,0.5000,20.0000,0
1,06/01/2016,0.7834,0.5000,20.0000,0
1,07/01/2016,0.5801,0.5000,20.0000,0
1,08/01/2016,0.9507,0.5000,20.0000,0
1,09/01/2016,0.8295,0.5000,20.0000,0
1,10/01/2016,0.8292,0.5000,20.0000,0
1,11/01/2016,0.2386,0.5000,20.0000,0
1,12/01/2016,0.0263,0.5000,20.0000,0
1,13/01/2016,0.2416,0.5000,20.0000,0
1,14/01/2016,0.5820,0.5000,20.0000,0
1,15/01/2016,0.2075,0.5000,20.0000,0
1,16/01/2016,0.5750,0.5000,20.0000,0
1,17/01/2016,0.3208,0.5000,20.0000,0
1,18/01/2016,0.1865,0.5000,20.0000,0
1,19/01/2016,0.3971,0.5000,20.0000,0
1,20/01/2016,0.5317,0.5000,20.0000,0
1,21/01/2016,0.7900,0.5000,20.0000,0
1,22/01/2016,0.6011,0.5000,20.0000,0
1,23/01/2016,0.0002,0.5000,20.0000,0
1,24/01/2016,0.7831,0.5000,20.0000,0
1,25/01/2016,0.2842,0.5000,20.0000,0
1,26/01/2016,0.0298,0.5000,20.0000,0
1,27/01/2016,0.5630,0.5000,20.0000,0
1,28/01/2016,0.0119,0.5000,20.0000,0
1,29/01/2016,0.4489,0.5000,20.0000,0
1,30/01/2016,0.4157,0.5000,20.0000,0
1,31/01/2016,0.0148,0.5000,20.0000,0
1,01/02/2016,0.9702,0.5000,20.0000,0
1,02/02/2016,0.8919,0.5000,20.0000,0
1,03/02/2016,0.4506,0.5000,20.0000,0
1,04/02/2016,0.8704,0.5000,20.0000,0
1,05/02/2016,0.8519,0.5000,20.0000,0
1,06/02/2016,0.8920,0.5000,20.0000,0
1,07/02/2016,0.5183,0.5000,20.0000,0
1,08/02/2016,0.1296,0.5000,20.0000,0
1,09/02/2016,0.8701,0.5000,20.0000,0
1,10/02/2016,0.2852,0.5000,20.0000,0
1,11/02/2016,0.6993,0.5000,20.0000,0
1,12/02/2016,0.8763,0.5000,20.0000,0
1,13/02/2016,0.7816,0.5000,20.0000,0
1,14/02/2016,0.5940,0.5000,20.0000,0
1,15/02/2016,0.2097,0.5000,20.0000,0
1,16/02/2016,0.5567,0.5000,20.0000,0
1,17/02/2016,0.8461,0.5000,20.0000,0
1,18/02/2016,0.3082,0.5000,20.0000,0
1,19/02/2016,0.0094,0.5000,20.0000,0
1,20/02/2016,0.7420,0.5000,20.0000,0
1,21/02/2016,0.7441,0.5000,20.0000,0
1,22/02/2016,0.7569,0.5000,20.0000,0
1,23/02/2016,0.5541,0.5000,20.0000,0
1,24/02/2016,0.3994,0.5000,20.0000,0
1,25/02/2016,0.7393,0.5000,20.0000,0
1,26/02/2016,0.6334,0.5000,20.0000,0
1,27/02/2016,0.1737,0.5000,20.0000,0
1,28/02/2016,0.7399,0.5000,20.0000,0
1,29/02/2016,0.0004,0.5000,20.0000,0
1,01/03/2016,0.5375,0.5000,20.0000,0
1,02/03/2016,0.4895,0.5000,20.0000,0
1,03/03/2016,0.2166,0.5000,20.0000,0
1,04/03/2016,0.8996,0.5000,20.0000,0
1,05/03/2016,0.1381,0.5000,20.0000,0
1,06/03/2016,0.8541,0.5000,20.0000,0
1,07/03/2016,0.4498,0.5000,20.0000,0
1,08/03/2016,0.4977,0.5000,20.0000,0
1,09/03/2016,0.0446,0.5000,20.0000,0
1,10/03/2016,0.8107,0.5000,20.0000,0
1,11/03/2016,0.0436,0.5000,20.0000,0
1,12/03/2016,0.2203,0.5000,20.0000,0
1,13/03/2016,0.2226,0.5000,20.0000,0
1,14/03/2016,0.1833,0.5000,20.0000,0
1,15/03/2016,0.9557,0.5000,20.0000,0
1,16/03/2016,0.9633,0.5000,20.0000,0
1,17/03/2016,0.1147,0.5000,20.0000,0
1,18/03/2016,0.3958,0.5000,20.0000,0
1,19/03/2016,0.0228,0.5000,20.0000,0
1,20/03/2016,0.9002,0.5000,20.0000,0
1,21/03/2016,0.6774,0.5000,20.0000,0
1,22/03/2016,0.5206,0.5000,20.0000,0
1,23/03/2016,0.7713,0.5000,20.0000,0
1,24/03/2016,0.1711,0.5000,20.0000,0
1,25/03/2016,0.0802,0.5000,20.0000,0
1,26/03/2016,0.6114,0.5000,20.0000,0
1,27/03/2016,0.3715,0.5000,20.0000,0
1,28/03/2016,0.7327,0.5000,20.0000,0
1,29/03/2016,0.3876,0.5000,20.0000,0
1,30/03/2016,0.1884,0.5000,20.0000,0
1,31/03/2016,0.7662,0.5000,20.0000,0
1,01/04/2016,0.9949,0.5000,20.0000,0
1,02/04/2016,0.2257,0.5000,20.0000,0
1,03/04/2016,0.3154,0.5000,20.0000,0
1,04/04/2016,0.3958,0.5000,20.0000,0
1,05/04/2016,0.4719,0.5000,20.0000,0
1,06/04/2016,0.8534,0.5000,20.0000,0
1,07/04/2016,0.3276,0.5000,20.0000,0
1,08/04/2016,0.1934,0.5000,20.0000,0
1,09/04/2016,0.5084,0.5000,20.0000,0
1,10/04/2016,0.2267,0.5000,20.0000,0
1,11/04/2016,0.6141,0.5000,20.0000,0
1,12/04/2016,0.2912,0.5000,20.0000,0
1,13/04/2016,0.0575,0.5000,20.0000,0
1,14/04/2016,0.3768,0.5000,20.0000,0
1,15/04/2016,0.6057,0.5000,20.0000,0
1,16/04/2016,0.2046,0.5000,20.0000,0
1,17/04/2016,0.0767,0.5000,20.0000,0
1,18/04/2016,0.1869,0.5000,20.0000,0
1,19/04/2016,0.0408,0.5000,20.0000,0
1,20/04/2016,0.1167,0.5000,20.0000,0
1,21/04/2016,0.3757,0.5000,20.0000,0
1,22/04/2016,0.2786,0.5000,20.0000,0
1,23/04/2016,0.5346,0.5000,20.0000,0
1,24/04/2016,0.9262,0.5000,20.0000,0
1,25/04/2016,0.9153,0.5000,20.0000,0
1,26/04/2016,0.9292,0.5000,20.0000,0
1,27/04/2016,0.4812,0.5000,20.0000,0
1,28/04/2016,0.4472,0.5000,20.0000,0
1,29/04/2016,0.8935,0.5000,20.0000,0
1,30/04/2016,0.5524,0.5000,20.0000,0
1,01/05/2016,0.6524,0.5000,20.0000,0
1,02/05/2016,0.2181,0.5000,20.0000,0
1,03/05/2016,0.4959,0.5000,20.0000,0
1,04/05/2016,0.4759,0.5000,20.0000,0
1,05/05/2016,0.9230,0.5000,20.0000,0
1,06/05/2016,0.6047,0.5000,20.0000,0
1,07/05/2016,0.3832,0.5000,20.0000,0
1,08/05/2016,0.0569,0.5000,20.0000,0
1,09/05/2016,0.5864,0.5000,20.0000,0
1,10/05/2016,0.5692,0.5000,20.0000,0
1,11/05/2016,0.7616,0.5000,20.0000,0
1,12/05/2016,0.3521,0.5000,20.0000,0
1,13/05/2016,0.6196,0.5000,20.0000,0
1,14/05/2016,0.6216,0.5000,20.0000,0
1,15/05/2016,0.3523,0.5000,20.0000,0
1,16/05/2016,0.3780,0.5000,20.0000,0
1,17/05/2016,0.7469,0.5000,20.0000,0
1,18/05/2016,0.1622,0.5000,20.0000,0
1,19/05/2016,0.4331,0.5000,20.0000,0
1,20/05/2016,0.6256,0.5000,20.0000,0
1,21/05/2016,0.9684,0.5000,20.0000,0
1,22/05/2016,0.7984,0.5000,20.0000,0
1,23/05/2016,0.7445,0.5000,20.0000,0
1,24/05/2016,0.8612,0.5000,20.0000,0
1,25/05/2016,0.6789,0.5000,20.0000,0
1,26/05/2016,0.0532,0.5000,20.0000,0
1,27/05/2016,0.6758,0.5000,20.0000,0
1,28/05/2016,0.7880,0.5000,20.0000,0
1,29/05/2016,0.4132,0.5000,20.0000,0
1,30/05/2016,0.8887,0.5000,20.0000,0
1,31/05/2016,0.6060,0.5000,20.0000,0
1,01/06/2016,0.1955,0.5000,20.0000,0
1,02/06/2016,0.3168,0.5000,20.0000,0
1,03/06/2016,0.0367,0.5000,20.0000,0
1,04/06/2016,0.9481,0.5000,20.0000,0
1,05/06/2016,0.5341,0.5000,20.0000,0
1,06/06/2016,0.5063,0.5000,20.0000,0
1,07/06/2016,0.3866,0.5000,20.0000,0
1,08/06/2016,0.1337,0.5000,20.0000,0
1,09/06/2016,0.8656,0.5000,20.0000,0
1,10/06/2016,0.9757,0.5000,20.0000,0
1,11/06/2016,0.1790,0.5000,20.0000,0
1,12/06/2016,0.7926,0.5000,20.0000,0
1,13/06/2016,0.6078,0.5000,20.0000,0
1,14/06/2016,0.9860,0.5000,20.0000,0
1,15/06/2016,0.9974,0.5000,20.0000,0
1,16/06/2016,0.7716,0.5000,20.0000,0
1,17/06/2016,0.8202,0.5000,20.0000,0
1,18/06/2016,0.0097,0.5000,20.0000,0
1,19/06/2016,0.9962,0.5000,20.0000,0
1,20/06/2016,0.9081,0.5000,20.0000,0
1,21/06/2016,0.2794,0.5000,20.0000,0
1,22/06/2016,0.9548,0.5000,20.0000,0
1,23/06/2016,0.6005,0.5000,20.0000,0
1,24/06/2016,0.5849,0.5000,20.0000,0
1,25/06/2016,0.7685,0.5000,20.0000,0
1,26/06/2016,0.5674,0.5000,20.0000,0
1,27/06/2016,0.6144,0.5000,20.0000,0
1,28/06/2016,0.5312,0.5000,20.0000,0
1,29/06/2016,0.5473,0.5000,20.0000,0
1,30/06/2016,0.3716,0.5000,20.0000,0
1,01/07/2016,0.4084,0.5000,20.0000,0
1,02/07/2016,0.8503,0.5000,20.0000,0
1,03/07/2016,0.0253,0.5000,20.0000,0
1,04/07/2016,0.3621,0.5000,20.0000,0
1,05/07/2016,0.9958,0.5000,20.0000,0
1,06/07/2016,0.2379,0.5000,20.0000,0
1,07/07/2016,0.0981,0.5000,20.0000,0
1,08/07/2016,0.3626,0.5000,20.0000,0
1,09/07/2016,0.1666,0.5000,20.0000,0
1,10/07/2016,0.8742,0.5000,20.0000,0
1,11/07/2016,0.5679,0.5000,20.0000,0
1,12/07/2016,0.8514,0.5000,20.0000,0
1,13/07/2016,0.5986,0.5000,20.0000,0
1,14/07/2016,0.0878,0.5000,20.0000,0
1,15/07/2016,0.6244,0.5000,20.0000,0
1,16/07/2016,0.2144,0.5000,20.0000,0
