ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.0070,0.5000,20.0000,0
1,02/01/2016,0.7907,0.5000,20.0000,0
1,03/01/2016,0.7756,0.5000,20.0000,0
1,04/01/2016,0.1272,0.5000,20.0000,0
1,05/01/2016,0.2837,0.5000,20.0000,0
1,06/01/2016,0.7648,0.5000,20.0000,0
1,07/01/2016,0.9645,0.5000,20.0000,0
1,08/01/2016,0.4498,0.5000,20.0000,0
1,09/01/2016,0.3102,0.5000,20.0000,0
1,10/01/2016,0.8221,0.5000,20.0000,0
1,11/01/2016,0.6798,0.5000,20.0000,0
1,12/01/2016,0.4959,0.5000,20.0000,0
1,13/01/2016,0.8765,0.5000,20.0000,0
1,14/01/2016,0.1694,0.5000,20.0000,0
1,15/01/2016,0.3583,0.5000,20.0000,0
1,16/01/2016,0.4649,0.5000,20.0000,0
1,17/01/2016,0.1291,0.5000,20.0000,0
1,18/01/2016,0.6158,0.5000,20.0000,0
1,19/01/2016,0.0979,0.5000,20.0000,0
1,20/01/2016,0.0727,0.5000,20.0000,0
1,21/01/2016,0.3289,0.5000,20.0000,0
1,22/01/2016,0.6606,0.5000,20.0000,0
1,23/01/2016,0.2464,0.5000,20.0000,0
1,24/01/2016,0.0287,0.5000,20.0000,0
1,25/01/2016,0.6090,0.5000,20.0000,0
1,26/01/2016,0.9639,0.5000,20.0000,0
1,27/01/2016,0.2198,0.5000,20.0000,0
1,28/01/2016,0.4228,0.5000,20.0000,0
1,29/01/2016,0.7658,0.5000,20.0000,0
1,30/01/2016,0.1783,0.5000,20.0000,0
1,31/01/2016,0.5200,0.5000,20.0000,0
1,01/02/2016,0.4596,0.5000,20.0000,0
1,02/02/2016,0.2934,0.5000,20.0000,0
1,03/02/2016,0.3591,0.5000,20.0000,0
1,04/02/2016,0.6310,0.5000,20.0000,0
1,05/02/2016,0.5077,0.5000,20.0000,0
1,06/02/2016,0.4430,0.5000,20.0000,0
1,07/02/2016,0.3200,0.5000,20.0000,0
1,08/02/2016,0.2594,0.5000,20.0000,0
1,09/02/2016,0.0033,0.5000,20.0000,0
1,10/02/2016,0.2287,0.5000,20.0000,0
1,11/02/2016,0.8264,0.5000,20.0000,0
1,12/02/2016,0.9278,0.5000,20.0000,0
1,13/02/2016,0.0916,0.5000,20.0000,0
1,14/02/2016,0.2519,0.5000,20.0000,0
1,15/02/2016,0.0459,0.5000,20.0000,0
1,16/02/2016,0.7238,0.5000,20.0000,0
1,17/02/2016,0.1200,0.5000,20.0000,0
1,18/02/2016,0.3840,0.5000,20.0000,0
1,19/02/2016,0.6112,0.5000,20.0000,0
1,20/02/2016,0.7032,0.5000,20.0000,0
1,21/02/2016,0.5680,0.5000,20.0000,0
1,22/02/2016,0.9730,0.5000,20.0000,0
1,23/02/2016,0.8431,0.5000,20.0000,0
1,24/02/2016,0.0423,0.5000,20.0000,0
1,25/02/2016,0.4625,0.5000,20.0000,0
1,26/02/2016,0.0674,0.5000,20.0000,0
1,27/02/2016,0.5268,0.5000,20.0000,0
1,28/02/2016,0.4621,0.5000,20.0000,0
1,29/02/2016,0.6440,0.5000,20.0000,0
1,01/03/2016,0.5483,0.5000,20.0000,0
1,02/03/2016,0.7796,0.5000,20.0000,0
1,03/03/2016,0.7360,0.5000,20.0000,0
1,04/03/2016,0.8256,0.5000,20.0000,0
1,05/03/2016,0.7421,0.5000,20.0000,0
1,06/03/2016,0.3481,0.5000,20.0000,0
1,07/03/2016,0.6855,0.5000,20.0000,0
1,08/03/2016,0.2475,0.5000,20.0000,0
1,09/03/2016,0.0204,0.5000,20.0000,0
1,10/03/2016,0.2206,0.5000,20.0000,0
1,11/03/2016,0.1390,0.5000,20.0000,0
1,12/03/2016,0.6986,0.5000,20.0000,0
1,13/03/2016,0.3157,0.5000,20.0000,0
1,14/03/2016,0.9811,0.5000,20.0000,0
1,15/03/2016,0.9149,0.5000,20.0000,0
1,16/03/2016,0.8691,0.5000,20.0000,0
1,17/03/2016,0.1819,0.5000,20.0000,0
1,18/03/2016,0.2181,0.5000,20.0000,0
1,19/03/2016,0.6372,0.5000,20.0000,0
1,20/03/2016,0.9864,0.5000,20.0000,0
1,21/03/2016,0.1353,0.5000,20.0000,0
1,22/03/2016,0.1543,0.5000,20.0000,0
1,23/03/2016,0.9955,0.5000,20.0000,0
1,24/03/2016,0.6637,0.5000,20.0000,0
1,25/03/2016,0.7567,0.5000,20.0000,0
1,26/03/2016,0.2119,0.5000,20.0000,0
1,27/03/2016,0.8643,0.5000,20.0000,0
1,28/03/2016,0.1928,0.5000,20.0000,0
1,29/03/2016,0.4861,0.5000,20.0000,0
1,30/03/2016,0.6554,0.5000,20.0000,0
1,31/03/2016,0.2317,0.5000,20.0000,0
1,01/04/2016,0.4838,0.5000,20.0000,0
1,02/04/2016,0.7361,0.5000,20.0000,0
1,03/04/2016,0.7755,0.5000,20.0000,0
1,04/04/2016,0.1901,0.5000,20.0000,0
1,05/04/2016,0.3257,0.5000,20.0000,0
1,06/04/2016,0.0957,0.5000,20.0000,0
1,07/04/2016,0.1292,0.5000,20.0000,0
1,08/04/2016,0.6856,0.5000,20.0000,0
1,09/04/2016,0.7249,0.5000,20.0000,0
1,10/04/2016,0.6420,0.5000,20.0000,0
1,11/04/2016,0.1006,0.5000,20.0000,0
1,12/04/2016,0.3796,0.5000,20.0000,0
1,13/04/2016,0.3184,0.5000,20.0000,0
1,14/04/2016,0.9514,0.5000,20.0000,0
1,15/04/2016,0.6728,0.5000,20.0000,0
1,16/04/2016,0.9603,0.5000,20.0000,0
1,17/04/2016,0.7523,0.5000,20.0000,0
1,18/04/2016,0.4839,0.5000,20.0000,0
1,19/04/2016,0.1781,0.5000,20.0000,0
1,20/04/2016,0.7888,0.5000,20.0000,0
1,21/04/2016,0.3284,0.5000,20.0000,0
1,22/04/2016,0.7152,0.5000,20.0000,0
1,23/04/2016,0.2569,0.5000,20.0000,0
1,24/04/2016,0.7039,0.5000,20.0000,0
1,25/04/2016,0.4451,0.5000,20.0000,0
1,26/04/2016,0.1291,0.5000,20.0000,0
1,27/04/2016,0.8019,0.5000,20.0000,0
1,28/04/2016,0.0863,0.5000,20.0000,0
1,29/04/2016,0.0749,0.5000,20.0000,0
1,30/04/2016,0.4366,0.5000,20.0000,0
1,01/05/2016,0.5486,0.5000,20.0000,0
1,02/05/2016,0.6862,0.5000,20.0000,0
1,03/05/2016,0.8089,0.5000,20.0000,0
1,04/05/2016,0.6379,0.5000,20.0000,0
1,05/05/2016,0.1136,0.5000,20.0000,0
1,06/05/2016,0.6469,0.5000,20.0000,0
1,07/05/2016,0.0561,0.5000,20.0000,0
1,08/05/2016,0.3582,0.5000,20.0000,0
1,09/05/2016,0.4863,0.5000,20.0000,0
1,10/05/2016,0.8517,0.5000,20.0000,0
1,11/05/2016,0.2387,0.5000,20.0000,0
1,12/05/2016,0.5513,0.5000,20.0000,0
1,13/05/2016,0.5983,0.5000,20.0000,0
1,14/05/2016,0.7582,0.5000,20.0000,0
1,15/05/2016,0.2572,0.5000,20.0000,0
1,16/05/2016,0.4866,0.5000,20.0000,0
1,17/05/2016,0.1042,0.5000,20.0000,0
1,18/05/2016,0.3630,0.5000,20.0000,0
1,19/05/2016,0.8455,0.5000,20.0000,0
1,20/05/2016,0.3879,0.5000,20.0000,0
1,21/05/2016,0.7970,0.5000,20.0000,0
1,22/05/2016,0.3463,0.5000,20.0000,0
1,23/05/2016,0.2995,0.5000,20.0000,0
1,24/05/2016,0.5753,0.5000,20.0000,0
1,25/05/2016,0.7907,0.5000,20.0000,0
1,26/05/2016,0.8281,0.5000,20.0000,0
1,27/05/2016,0.0646,0.5000,20.0000,0
1,28/05/2016,0.4977,0.5000,20.0000,0
1,29/05/2016,0.1448,0.5000,20.0000,0
1,30/05/2016,0.4911,0.5000,20.0000,0
1,31/05/2016,0.0258,0.5000,20.0000,0
1,01/06/2016,0.6866,0.5000,20.0000,0
1,02/06/2016,0.8149,0.5000,20.0000,0
1,03/06/2016,0.3598,0.5000,20.0000,0
1,04/06/2016,0.9079,0.5000,20.0000,0
1,05/06/2016,0.0995,0.5000,20.0000,0
1,06/06/2016,0.2864,0.5000,20.0000,0
1,07/06/2016,0.7293,0.5000,20.0000,0
1,08/06/2016,0.4190,0.5000,20.0000,0
1,09/06/2016,0.2415,0.5000,20.0000,0
1,10/06/2016,0.8250,0.5000,20.0000,0
1,11/06/2016,0.3543,0.5000,20.0000,0
1,12/06/2016,0.5710,0.5000,20.0000,0
1,13/06/2016,0.3734,0.5000,20.0000,0
1,14/06/2016,0.3482,0.5000,20.0000,0
1,15/06/2016,0.6780,0.5000,20.0000,0
1,16/06/2016,0.2707,0.5000,20.0000,0
1,17/06/2016,0.1654,0.5000,20.0000,0
1,18/06/2016,0.9604,0.5000,20.0000,0
1,19/06/2016,0.2477,0.5000,20.0000,0
1,20/06/2016,0.3742,0.5000,20.0000,0
1,21/06/2016,0.7156,0.5000,20.0000,0
1,22/06/2016,0.9484,0.5000,20.0000,0
1,23/06/2016,0.8386,0.5000,20.0000,0
1,24/06/2016,0.4497,0.5000,20.0000,0
1,25/06/2016,0.8914,0.5000,20.0000,0
1,26/06/2016,0.2097,0.5000,20.0000,0
1,27/06/2016,0.2832,0.5000,20.0000,0
1,28/06/2016,0.7619,0.5000,20.0000,0
1,29/06/2016,0.4129,0.5000,20.0000,0
1,30/06/2016,0.0889,0.5000,20.0000,0
1,01/07/2016,0.5697,0.5000,20.0000,0
1,02/07/2016,0.8779,0.5000,20.0000,0
1,03/07/2016,0.1639,0.5000,20.0000,0
1,04/07/2016,0.8388,0.5000,20.0000,0
1,05/07/2016,0.6939,0.5000,20.0000,0
1,06/07/2016,0.7844,0.5000,20.0000,0
1,07/07/2016,0.6843,0.5000,20.0000,0
1,08/07/2016,0.0485,0.5000,20.0000,0
1,09/07/2016,0.7373,0.5000,20.0000,0
1,10/07/2016,0.3588,0.5000,20.0000,0
1,11/07/2016,0.1967,0.5000,20.0000,0
1,12/07/2016,0.4319,0.5000,20.0000,0
1,13/07/2016,0.6504,0.5000,20.0000,0
1,14/07/2016,0.1554,0.5000,20.0000,0
1,15/07/2016,0.8447,0.5000,20.0000,0
1,16/07/2016,0.0607,0.5000,20.0000,0
1,17/07/2016,0.1928,0.5000,20.0000,0
1,18/07/2016,0.2901,0.5000,20.0000,0
1,19/07/2016,0.0998,0.5000,20.0000,0
1,20/07/2016,0.5708,0.5000,20.0000,0
1,21/07/2016,0.4224,0.5000,20.0000,0
1,22/07/2016,0.5848,0.5000,20.0000,0
1,23/07/2016,0.1344,0.5000,20.0000,0
1,24/07/2016,0.5103,0.5000,20.0000,0
1,25/07/2016,0.6842,0.5000,20.0000,0
1,26/07/2016,0.0484,0.5000,20.0000,0
1,27/07/2016,0.7904,0.5000,20.0000,0
1,28/07/2016,0.7528,0.5000,20.0000,0
1,29/07/2016,0.7185,0.5000,20.0000,0
1,30/07/2016,0.3171,0.5000,20.0000,0
1,31/07/2016,0.3678,0.5000,20.0000,0
