ISOTime,Flow,Sal,Temp,zeroes,TSS
01/01/2016,0.3667,0.5000,20.0000,0
1,02/01/2016,0.4963,0.5000,20.0000,0
1,03/01/2016,0.2318,0.5000,20.0000,0
1,04/01/2016,0.2662,0.5000,20.0000,0
1,05/01/2016,0.9989,0.5000,20.0000,0
1,06/01/2016,0.9131,0.5000,20.0000,0
1,07/01/2016,0.5791,0.5000,20.0000,0
1,08/01/2016,0.3873,0.5000,20.0000,0
1,09/01/2016,0.1663,0.5000,20.0000,0
1,10/01/2016,0.8397,0.5000,20.0000,0
1,11/01/2016,0.2989,0.5000,20.0000,0
1,12/01/2016,0.6929,0.5000,20.0000,0
1,13/01/2016,0.1528,0.5000,20.0000,0
1,14/01/2016,0.5337,0.5000,20.0000,0
1,15/01/2016,0.1604,0.5000,20.0000,0
1,16/01/2016,0.0336,0.5000,20.0000,0
1,17/01/2016,0.9554,0.5000,20.0000,0
1,18/01/2016,0.1163,0.5000,20.0000,0
1,19/01/2016,0.5232,0.5000,20.0000,0
1,20/01/2016,0.7500,0.5000,20.0000,0
1,21/01/2016,0.5074,0.5000,20.0000,0
1,22/01/2016,0.3610,0.5000,20.0000,0
1,23/01/2016,0.4840,0.5000,20.0000,0
1,24/01/2016,0.2508,0.5000,20.0000,0
1,25/01/2016,0.8631,0.5000,20.0000,0
1,26/01/2016,0.0829,0.5000,20.0000,0
1,27/01/2016,0.9986,0.5000,20.0000,0
1,28/01/2016,0.8367,0.5000,20.0000,0
1,29/01/2016,0.5156,0.5000,20.0000,0
1,30/01/2016,0.2257,0.5000,20.0000,0
1,31/01/2016,0.8828,0.5000,20.0000,0
1,01/02/2016,0.2424,0.5000,20.0000,0
1,02/02/2016,0.6818,0.5000,20.0000,0
1,03/02/2016,0.0557,0.5000,20.0000,0
1,04/02/2016,0.2649,0.5000,20.0000,0
1,05/02/2016,0.9044,0.5000,20.0000,0
1,06/02/2016,0.1211,0.5000,20.0000,0
1,07/02/2016,0.8523,0.5000,20.0000,0
1,08/02/2016,0.3233,0.5000,20.0000,0
1,09/02/2016,0.3111,0.5000,20.0000,0
1,10/02/2016,0.3059,0.5000,20.0000,0
1,11/02/2016,0.9507,0.5000,20.0000,0
1,12/02/2016,0.1372,0.5000,20.0000,0
1,13/02/2016,0.0366,0.5000,20.0000,0
1,14/02/2016,0.1549,0.5000,20.0000,0
1,15/02/2016,0.9033,0.5000,20.0000,0
1,16/02/2016,0.9251,0.5000,20.0000,0
1,17/02/2016,0.6473,0.5000,20.0000,0
