Site Code,Polygon ID,Site ID,AED Site,Type,Region,Year,mm,dd,ID,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,01,01,78,S_LH,2291.4950,136.0000,,16.0990,16.2362,31.7171,32.3634,20.7753,21.4483,4.9983,4.4591,0.0084,0.0127,10.5641,0.6463,0.0000,26.4698,0.0000,21.2713,24.5652,0.0000,5.3338,0.0000,0.0000,0.0000,0.0633,238.5661,0.5701,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,05,01,NS_LH,402291.4950,136.0000,,43.5201,44.2231,31.3305,32.1278,18.2371,18.0287,4.8904,4.0012,0.0202,0.0292,9.6924,0.7973,0.0000,51.6439,0.0000,18.6186,21.6915,0.0000,8.4174,0.0000,0.0000,0.0000,0.0823,483.9388,0.6803,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,06,01,NS_LH,402291.4950,136.0000,,61.6306,63.3986,27.5193,29.0915,11.7780,13.7557,3.4575,3.0070,0.0238,0.0289,19.4512,1.5722,0.0000,98.4932,0.7778,14.2051,18.2282,2.4169,18.4182,0.0000,0.0000,0.0000,0.1119,520.4588,0.5696,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,07,01,NS_LH,402291.4950,136.0000,,64.5474,73.3455,21.8883,25.6063,12.8825,15.7851,4.4716,3.1902,0.0165,0.0273,39.6035,3.7180,0.1189,94.9225,0.7226,13.4064,16.3220,6.6672,29.5859,0.0000,0.0000,0.0062,0.1311,496.5802,0.4106,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,08,01,NS_LH,402291.4950,136.0000,,63.1786,84.5116,17.3637,24.1217,15.1949,14.9996,5.3577,2.9577,0.0358,0.0451,18.3714,6.7580,66.6254,95.1456,8.4926,12.6005,15.8172,9.6675,28.2524,0.7501,0.0000,0.0170,0.1911,475.0043,0.4126,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,09,01,NS_LH,402291.4950,136.0000,,44.8933,66.3336,10.6808,16.5053,14.0656,17.9832,6.2069,3.8550,0.0120,0.0227,27.0917,5.8245,54.8244,59.3719,0.5595,13.5084,17.4743,14.5846,19.0850,0.0000,0.0000,0.2317,0.1188,513.0553,0.5018,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,10,01,NS_LH,402291.4950,136.0000,,67.5192,72.6271,16.8814,19.4374,20.5414,22.5472,4.8026,3.4665,0.0116,0.0245,30.3872,2.5560,0.0000,73.7609,5.2090,16.6011,22.1676,3.0836,20.2517,0.0000,0.0000,0.3071,0.0940,625.8996,0.4940,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,11,01,NS_LH,402291.4950,136.0000,,67.9186,77.7390,17.6570,22.8708,22.7021,24.7749,5.1629,3.4759,0.0085,0.0237,52.7055,5.2138,41.7173,66.8295,6.4524,20.4538,26.0086,0.3334,23.1686,4.5837,0.6667,0.1016,0.0908,676.5527,0.3543,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2015,12,01,NS_LH,402291.4950,136.0000,,86.5342,86.5676,22.8969,23.3792,26.4925,27.1158,4.7857,4.4796,0.0091,0.0115,54.1491,0.4823,0.0000,19.1075,0.0523,26.1244,30.4611,1.0834,21.0018,2.3335,0.0000,0.0248,0.1782,723.1031,0.3390,
NS_LH,Leach Highway (Upper Canning; 9),NS_LH,NS_LH,Nearshore,Nearshore,2016,01,01,NS_LH,402291.4950,136.0000,,99.9255,99.4155,26.4194,26.6769,27.2156,27.5124,4.7369,4.5934,0.0117,0.0118,58.5934,0.2575,0.0000,32.2116,0.0000,25.9546,30.7504,0.0000,10.7509,0.0000,0.0000,0.0001,0.1431,747.5986,0.3661,
