Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,05/01/2000 13:01:00,21/12/2020 12:25:01,838.000
WQ_DIAG_PHY_TCHLA,08/10/1992 11:56:00,29/12/2020 12:27:01,2009.000
Cloud,05/01/2000 13:01:00,29/12/2020 12:27:00,1128.000
SAL,10/01/2000 13:06:48,29/12/2020 12:28:20,10376.000
ON,29/09/2020 12:00:00,21/12/2020 12:25:01,28.000
WQ_OGM_DON,19/02/2007 11:32:00,14/09/2020 12:11:01,770.000
WQ_NIT_NIT,08/10/1992 11:55:00,29/09/2020 12:02:01,1212.000
WQ_NIT_AMM,08/10/1992 11:55:00,07/12/2020 12:26:00,1495.000
WQ_DIAG_OXY_OXY_SAT,10/01/2000 13:06:48,29/12/2020 12:28:20,10804.000
WQ_OXY_OXY,10/01/2000 13:06:48,29/12/2020 12:28:20,10804.000
WQ_DIAG_TOT_TP,08/10/1992 11:55:00,21/12/2020 12:25:01,1823.000
WQ_CAR_PH,06/10/1994 12:00:00,29/12/2020 12:28:20,10721.000
WQ_PHS_FRP,08/10/1992 11:55:00,21/12/2020 12:25:01,1690.000
WQ_SIL_RSI,19/10/1994 12:00:00,21/12/2020 12:25:01,809.000
TEMP,10/01/2000 13:06:48,29/12/2020 12:28:20,10812.000
WQ_DIAG_TOT_TSS,05/01/2000 13:01:00,21/12/2020 12:25:01,840.000
WQ_DIAG_TOT_TURBIDITY,10/01/2000 13:06:48,29/12/2020 12:28:20,7951.000
WQ_OGM_POC,05/01/2000 13:01:00,21/12/2020 12:25:01,838.000
WQ_DIAG_TOT_TKN,19/09/2005 13:20:00,01/10/2019 12:53:00,985.000
WQ_DIAG_TOT_TN,08/10/1992 11:55:00,01/10/2019 12:53:00,1723.000
Phaeophytin,12/11/1992 08:50:00,07/10/2019 13:17:00,1506.000
Wind_Dir,05/01/2000 13:01:00,01/10/2019 12:50:00,812.000
Wind_Speed,05/01/2000 13:01:00,01/10/2019 12:50:00,993.000
Na,19/02/2007 11:32:00,18/06/2007 11:26:00,2.000
SO4,19/02/2007 11:32:00,18/06/2007 11:26:00,2.000
WQ_DIAG_TOT_TMG,18/06/2007 11:26:00,18/06/2007 11:26:00,1.000
WQ_DIAG_TOT_TMN,15/11/2004 11:45:00,18/06/2007 11:26:00,3.000
